r3k2r/pp1q1pp1/2pbpn1p/3p1b2/3P1B2/6P1/PPPNPPBP/R2Q1RK1 w kq -,69
r1bq1rk1/bp3pp1/4pn1p/3p4/5B2/4PN1P/P2N1PP1/R2QKB1R w KQ -,322
1Q2kb1r/p4pp1/4pn2/3q1b1p/3P4/5N2/PP2PPPP/R3KB1R b KQk -,351
r1q3k1/2pb4/p1nprp1p/6p1/2pPP1Q1/5NPP/PP3PBK/4RR2 w - -,399
R7/6k1/7p/3K2p1/1B4n1/8/8/5r2 b - -,-165
r1bq1rk1/pP1nbppp/8/8/P7/2P2N2/2P1BpPP/R2Q1RK1 w - -,-436
5r2/3pn1kp/pb4p1/1p1p4/3N2P1/P1P5/1P3P1P/3R1RK1 w - -,302
8/4k3/1R3p2/8/5P1P/r5n1/5K2/3B4 b - -,114
5rk1/pp2nppp/8/2r2b2/8/1P3N2/P4PPP/R1BB1RK1 w - -,476
4rrk1/2q2pb1/6pp/1Q3p2/8/2P4P/PPB2PP1/R2R2K1 w - -,179
3rkb1r/pp1b1pp1/2n1p3/2p4p/4PPP1/2N2N2/PPP3P1/R1BB1RK1 w k -,430
2Q5/2b3pk/8/5Pp1/8/1R6/7q/5K2 w - -,161
rnb2k2/ppq2pp1/4p3/2p4p/2B5/2PP1N2/PP1N1PPP/2R2R1K w - -,-70
r1b2rk1/p1p2ppp/2p5/4P3/5b2/5N2/PPP3PP/RN1K1B1R w - -,352
r1b1k1nq/ppp1b3/2n2pp1/8/3pP3/6N1/PP1PKPP1/R1BQ1BN1 w q -,-73
r1bn1rk1/1p2bppp/p3p3/8/4pB2/4PN1P/PPP1BPP1/R4RK1 w - -,166
r1r5/6k1/1pP3p1/4p3/pPPnp2p/P1N4P/3R2P1/5RK1 w - -,186
r1bk2nr/1ppn1p2/6pp/pPb1N3/2P5/P1N5/1B2PPPP/3RKB1R b K -,258
r1bqk3/p1pp2b1/2n2pp1/1p1Pp3/2P5/3P1N2/PP3PP1/R1BQKB2 b Qq -,22
r5k1/qp3pp1/3b1np1/p2p4/3p4/PPBB3Q/2P2PPP/4R1K1 w - -,44
r2q1rk1/ppp2p1p/2n3p1/4p2n/2PpP2P/3P1NP1/PP3PB1/R2Q1RK1 b - -,-11
rn1qk1nr/pp1bbpp1/3p3p/2p1p3/3PP3/1PP2N1P/P3BPP1/RNBQ1RK1 b kq -,64
rnbq1rk1/pp2p1bp/6p1/2B2p2/2PP4/2PBPN1P/P4PP1/R2QK2R b KQ -,174
4kb1r/2q2ppp/p3p3/4p3/1nP1b3/2Q5/P4PPP/R1BB2K1 w k -,-361
r3kbnr/p1p2Npp/1p1p4/8/2BnPp2/8/PPP3PP/R1BN1K1R b kq -,388
7r/2pknpN1/8/1p2P3/8/2P5/1P3PKP/R7 b - -,53
rn1qk2r/pp2b1pp/b1pppn2/5p2/3P1P2/NP2PN2/PBP3PP/R2QK2R w KQkq -,-403
r3b1k1/ppq2p1p/6pB/2QP4/8/3B2P1/Pb3P1P/2R3K1 b - -,39
3k4/3P4/5pb1/7p/3R1P2/6K1/8/8 b - -,204
2rr2k1/1p3pq1/p1bp2p1/7p/8/1P2P2P/P2QBPP1/2R2RK1 w - -,74
6k1/p4p1p/8/3p2P1/2b5/P4r2/1P6/R1B1K3 w - -,-120
6k1/5pp1/7p/1R5P/r2p2P1/8/5PK1/8 b - -,-352
3q1rk1/5pnp/p2p2p1/Pp1N4/4Qp2/8/1PP3PP/R4RK1 b - -,481
3r2k1/1p3p2/rPp2pp1/p7/8/bP2P2P/2Q2PP1/5RK1 w - -,261
k7/2p4N/Pp4p1/1n1P1p1p/5P1P/6P1/2K5/8 b - -,324
8/4k1N1/3n4/p5p1/6p1/3K2P1/P5P1/8 w - -,-19
8/1q4pp/2n2p2/k1Q1pP2/2Pp4/7P/3N2PK/8 b - -,-289
1r5r/4kp2/2p1p3/p3P3/Pn2N2p/1P6/5PPP/2R1R1K1 w - -,165
r3r1k1/1bqnb1pp/1p6/2p1npN1/2P5/PQ3B1P/1P1B1PP1/R4RK1 w - -,-376
r2qkb1r/pp3ppp/2n5/2p2n2/2Q5/8/PP3PBP/R1B1K1NR b KQkq -,-487
r3kb1r/2p2ppp/p1q1p3/5b2/4p3/1P2P1P1/PBP2P1P/RN1QK2R w KQkq -,17
8/7p/4k1p1/2p2p2/K1N5/6P1/7P/8 b - -,102
3q1rk1/1b2bppp/p3p3/4N3/3P1P2/2Q4P/6P1/3R1RK1 w - -,165
r7/2qnbppk/2b1p2p/1pp1P3/2P1N3/1P1P1N1P/1B4P1/3QR1K1 w - -,-55
r3k2Q/1p2bp1p/p7/8/5q2/4R3/bPP1B1PP/2K4R b q -,225
4kb1r/pp2pppp/2n2n2/2B3N1/2P5/2Nr4/PP3PPP/R3K2R b KQk -,-118
r2q2k1/pp1brppp/3p1n2/2p5/2PpP3/3P4/PP1BBPPP/R2Q1RK1 w - -,40
r2qk2r/pb2p1bp/2nP1np1/5p2/8/1QN2NP1/PB2PPBP/R3K2R b KQkq -,121
3n1rk1/1p3pp1/p3b2p/P1p5/2P1PQ2/2q4P/4BPPN/R5K1 w - -,76
r1b2rk1/pp1n1ppp/2pPp3/2qn2B1/2P5/3B4/PP1Q1PPP/R3K1NR b KQ -,-178
4Q3/6pk/7p/2K4P/8/6P1/1q6/8 b - -,-8
r1bqk2r/pp3ppp/4pn2/3p4/1b1N1P2/2N3P1/PP2P1BP/R1BQK2R b KQkq -,325
5rk1/4p1bp/2p3p1/p2pPn2/1r1P1P2/P7/1P2NP2/R1B1K1R1 b Q -,-175
r1b1kbnr/pp1q1pp1/2n1p2p/3p4/3P1B2/2N2N2/PPP2PPP/R2QKB1R w KQkq -,137
3r2k1/6pp/5p2/2R5/p7/5BP1/5PKP/8 b - -,196
4bk2/8/6P1/2K2p2/7P/4B3/5P2/8 w - -,157
r5k1/2R3p1/4p1qp/2P1Q3/5P2/8/5KPP/8 w - -,190
8/6k1/5p1p/2R1pPpP/p5P1/1r6/5KB1/8 w - -,175
r1bq1rk1/N1p3pp/2p2n2/5p2/Q7/3P4/PP1KPPPP/R4BR1 b - -,109
r2q1rk1/ppnbppbp/2p3p1/7n/4PP2/5NPP/PPP1N1B1/R1BQ1RK1 b - -,-59
rn2kb1r/5ppp/p1p1p3/1p6/5P2/5Q1P/PPqPB1P1/R1B2RK1 w kq -,162
2b2rk1/4bppp/n1pq1n2/p2p4/3Np2P/P1N1P3/2PP1PP1/R1BQ1RK1 b - -,-306
8/1kr5/2p4p/b1P1R1p1/6K1/4BP2/6P1/8 b - -,-25
r1bqr2k/1p3p2/1np2n1p/p3P3/Pb1P1B2/1P1B1N1P/Q5P1/R4RK1 b - -,-70
5k1r/5pp1/2N5/8/8/3P2P1/Pb3K2/6R1 b - -,28
6R1/7P/5p2/p3k3/b2p4/2K5/8/8 w - -,375
2r3r1/pk2pp1p/8/1P2N1p1/8/Pb4P1/4B1PP/4R1K1 w - -,-180
rnb2r2/pp3p1k/1q2pn1p/2p3p1/8/2N2NQ1/PPP1PPPP/2KR1B1R w - -,187
r2n2k1/pp1b3p/4p1p1/2P1P3/1P6/4p3/PB2B1PP/5RK1 b - -,52
5rkq/p7/1p1p2P1/nPpPp2p/P7/3P3P/1Q2BrP1/R3R1K1 w - -,79
8/3k4/K5p1/3pP1Pb/3P1P2/8/8/8 b - -,-228
r2qkb1r/pbpn1pp1/1p1p3p/8/3PP3/3B3P/PPPNN1P1/R2QK2R b KQkq -,25
1r4k1/1n3pp1/1p2p2p/4P3/p1PN3P/b5P1/4RP2/3R2K1 w - -,220
r1b2rk1/5pp1/1p1qpn1p/3p4/3N4/4P3/PPP2PPP/R2QKB1R w KQ -,18
r1br2k1/1pq1bp1p/p1n1p1p1/2p1P3/5N2/1PQP1NP1/5PBP/R4RK1 w - -,-88
r1b2rk1/1p2bp1p/4p1p1/3pN3/Pp1PP3/6P1/2B2PP1/R4RK1 w - -,-120
2r1k2r/p3pp2/7p/1p1P2p1/2P1b3/1PN5/P4PPP/R5K1 b k -,-464
r1bq1rk1/ppn1p1b1/3p1npp/2pP1pN1/2P5/2N3P1/PP2PPBP/R1BQ1RK1 w - -,74
r2k3r/pp3pp1/3q3p/2nP4/1P3P2/6P1/P3Q2P/2R2RK1 b - -,-178
2b2r1k/1pR5/6pN/2PP3p/P6P/1p6/5PP1/6K1 b - -,-48
r1bqk2r/p1p1ppb1/2p2npp/8/2P2B2/6P1/PP2PPBP/RN1Q1RK1 b kq -,126
r1bk3r/pp1nbp2/2p2p1p/8/2PNN1P1/8/PP2PPBP/R3K2R b KQ -,128
r1bqkb1r/pp3pp1/4p2p/4n3/3NQ3/2P5/PP2BPPP/R1B2RK1 b kq -,86
8/7r/7P/N4RP1/2k1P1K1/5P2/p7/1b6 b - -,184
r1bqk2r/1p1nppb1/2p3pp/p2p4/1Q1P4/2P1PN1n/PP1N1PP1/R3KB1R w KQkq -,-330
r4rk1/pp3pp1/2p4p/2q1p3/2b1P3/P1QR2PP/1P3PB1/R5K1 w - -,39
r5rk/pp1bbN2/1qn1pn1p/3p2p1/3P4/P1N1B1P1/1PP2PBP/1R1Q1RK1 b - -,165
8/5p2/q4k2/p7/2Pn1PQ1/1P5P/7K/8 w - -,-157
r4rq1/pp2b1p1/1k1p4/7N/3Q4/8/PP3PPP/R4RK1 b - -,315
3r2k1/1p3pp1/p3p2p/3rb3/PPNP3P/6P1/3K4/3R1R2 w - -,-121
rn1qk2r/p1Q1ppbp/2b2np1/3pB3/3P4/2P2N1P/PP1NPPP1/R3KB1R b KQkq -,259
2r3k1/1p1bq1b1/p2np3/P2p4/3P2B1/1P1N4/2PQN3/5RK1 b - -,-317
r1b1k2r/ppp2ppp/2n1pn2/8/Q1Nq4/6P1/PP2P1BP/RNB1K2R b KQkq -,201
8/5k2/8/1n4p1/3BB3/5PPb/5K2/8 w - -,209
2r3k1/pp1q1ppp/3n4/7b/7P/PNB2PP1/1P4B1/3Q2K1 b - -,-259
r1bqk2r/pp1n1ppB/4p3/3pP3/8/8/Pb3PPP/R1BQK1NR w KQkq -,-126
8/1p1k4/5b2/p4pp1/P1N5/1P1N1PP1/6K1/8 b - -,440
5k2/5pp1/8/5nR1/p4r2/PpK2B1P/6P1/8 w - -,-84
r1b1kb1r/pp1pqpp1/2n2n1p/4p3/4P3/1NPQBNP1/PP3P1P/R3KB1R b KQkq -,29
5k2/1K3p2/8/7p/P1R5/6P1/1r6/8 w - -,60
8/7p/p2b1P2/3k1P2/1p4P1/1P3K2/P1N5/8 b - -,297
rnbqk2r/pp1pppbp/2p3p1/8/3P3P/3B1N2/PPPN1PP1/R2QK2R b KQkq -,19
r1bqr1k1/pp3pbp/3p1np1/8/1PPpP3/3P4/N2BBPPP/1R1Q1RK1 b - -,-41
r2q1r1k/1p1b1pb1/3p1npp/2p5/p1P1PB2/P1NP3P/1P1NQ1P1/2R2RK1 b - -,2
3q1rk1/3b2b1/np2ppp1/p2p3p/3P1P2/Q5P1/PP1BP1BP/2N2RK1 w - -,55
8/8/1p5Q/p7/q2p2k1/8/5PPK/8 b - -,-82
r2qk2r/1p1n1pp1/p2bp2p/P2p4/3P4/5NP1/1Pb2PBP/R1B1QRK1 w kq -,-23
4k3/1R4p1/5p2/8/4bP2/2B1P3/p5r1/4K3 w - -,-185
rnq2rk1/pp2ppbp/2p2np1/3p4/N2P4/5NP1/PPP1PP1P/R1BQ1RK1 w - -,-8
3R4/p4kp1/6bp/1pr5/8/P1N4R/6rP/3K4 w - -,-484
r1bb1rk1/p4ppp/5n2/3p4/3P4/1PN1P3/1P3PPP/R1B1K2R b KQ -,-327
r1b2rk1/4ppb1/1qp3pp/p7/p1BPN3/2P1P1BP/1PQ3P1/2R2RK1 b - -,470
r1bqk1n1/pp3pp1/2n1p3/2p1P3/2P4r/8/PP3PBP/RNB1KQ1R w KQq -,-140
r1bq1rk1/6b1/1p1p1npp/p1pP3n/P1P2P1P/1P6/1BQNNPB1/R4RK1 b - -,-50
rn1q1rk1/pb1pp2p/1p4pn/2pP4/2P5/P1P1PP1P/6P1/R1BQK1NR b KQ -,-414
r1b1kb1r/pp1nq2p/2pp1np1/8/P1PNpN2/8/1P2PPPP/R1BQKB1R b KQkq -,-177
r1bq1rk1/pp1nppb1/5npp/3P4/3P4/2NB1N2/PPQB1PPP/R4RK1 b - -,131
rnb2rk1/pp2ppb1/5np1/2P1N2p/8/6PP/PPP2P2/R1BNKB1R w KQ -,142
6r1/K7/2p5/2N2B2/PP1k2P1/8/8/8 b - -,321
7k/p4n2/5NN1/1p4P1/1P6/n6P/4K3/8 b - -,100
8/8/7N/1p1k4/1P2p2K/8/4nP2/8 b - -,-108
8/4k1pp/4r3/1Rp4P/1P6/2r1p3/4K1P1/5R2 b - -,-74
r1bq1rk1/1pppnpp1/p1n5/4p2p/2P5/2P2NP1/PP2PPBP/R1BQ1RK1 w - -,162
r4rk1/pp2pp1p/6p1/1Pnp4/5PN1/2q1P3/2P3PP/R2Q1RK1 w - -,1
2br1rk1/p3ppbp/1p1q1np1/2n3N1/2PN2P1/4B2P/PPQ1BP2/3R1RK1 w - -,248
2rr2k1/1b2bppp/p3pn2/1p2N1B1/7P/2P5/PPB2PP1/R3R2K b - -,-76
r2qk2r/1b1p1ppp/p4n2/1p2p1B1/1b2P3/3Q1N2/P1P2PPP/3RKB1R w Kkq -,-32
r1bq1rk1/ppp1np1n/4p1pp/8/2NP4/P2BPNP1/1P3P1P/2RQK2R w K -,123
8/4k3/4p3/2P5/p2K2p1/P5P1/7P/8 b - -,115
4kbnr/3b2pp/6p1/B2p4/P2p4/7P/4KPP1/R6R b k -,-204
r2qkb1r/pp2p2p/n1p1pnp1/8/N1Q5/6P1/PP1PPPBP/R1B2RK1 b kq -,121
1r2r1k1/1pp2p2/5npp/R7/3P1P2/P4NP1/1P3PP1/5RK1 b - -,76
1r4k1/p3pp1p/2Rn1np1/3N4/3P4/1r2P1P1/5PBP/5RK1 b - -,-11
4r1k1/1p1q1p2/p5pp/8/4N3/PQ6/1P3PPP/5RK1 w - -,498
6k1/2bN1p2/2P5/4q1pp/2Q1P3/7P/6B1/5K2 b - -,201
r1b1kb1r/pp2np1p/5np1/2pp4/5N2/P2P1N2/1PP2PPP/R1B1KB1R w KQkq -,40
2r5/2P5/p7/2R2n1p/P4k1P/8/5N2/K7 b - -,229
r1bq1rk1/pp3p1p/1p4pb/4N3/4P3/3P4/1P1NQPPP/R1B2RK1 b - -,301
8/5k2/5p2/2P4P/8/4RPK1/2r5/8 w - -,199
6k1/1b2nppp/1pr1p3/1Q6/p2Pp3/P4NPB/1Pq1PP1P/5RK1 w - -,15
8/pp6/7k/1P2R2P/2b1p1P1/8/5PK1/8 b - -,468
5rk1/3pp2p/2b3p1/p4P2/8/5P2/Pr1BB3/R4RK1 w - -,-40
rn1qk2r/pp2pp1p/2p3pB/4Pb2/8/2N2P2/PPP3PP/R2QK1NR b KQkq -,488
rnbq1rk1/pp2bpp1/2p1Pn2/6p1/3P4/2NB1N2/PPP2PPP/R1Q2RK1 b - -,-184
1q2rrk1/pp3ppp/5n2/1b1p4/4p3/P3R1P1/1P1N1PNP/R1BQ2K1 b - -,-47
3b4/5p1k/2np2pp/1np1p3/1p2P1P1/1P1P1N2/1KPBNPB1/8 b - -,338
8/1kP5/7p/BP3pbP/6p1/3K1P2/8/8 w - -,119
3q1rk1/ppr2bpp/2n5/2np1B2/8/4PN1P/PPNB1PP1/3Q1RK1 b - -,-58
6r1/2p5/5k1P/p2P4/P1p1K3/8/4N3/8 b - -,-175
1r3rk1/1p3p1p/pQ6/3P4/8/1R3BP1/q3P2P/7K w - -,65
5rk1/R6p/6p1/3P1b2/2P5/5NK1/P5PP/8 b - -,430
8/8/2k3p1/2p2p1p/2K2P1P/2B3P1/p7/8 b - -,167
8/p2k2pp/4ppb1/3p4/P7/4P3/2K1N1PP/1r3BR1 w - -,2
r2r2k1/ppp1b1pp/3p1n2/8/4P3/1P6/PBPN1PPP/3R1RK1 b - -,122
3r2k1/Q4p1p/6pn/4P1R1/1q3P2/8/5P1P/2R3K1 w - -,390
1r2r1k1/1p2nppp/2qb1n2/3p4/p2P3P/P1NQPNP1/1B3P2/1R3RK1 b - -,-135
r4r1k/p1p1q1pp/2pp4/8/2P3bN/P1Q3p1/1P2PP1P/2R2RK1 w - -,-176
r2qkb1r/1ppn1p1p/p4np1/3p1Q2/3P4/6P1/PPP1PPBP/RNB1K2R w KQkq -,155
r3r3/3k1ppp/5b2/2p5/pB2b3/P4N1P/1P3PP1/2R2RK1 w - -,4
r2qr1k1/pP1n1ppp/2pb4/3p4/3P2b1/1PN2PP1/5PBP/R1Q2RK1 b - -,-59
4r3/pppk1ppp/3r4/3P4/2P3PP/3R1P2/PP6/2K4R w - -,166
r1bqk2r/p3ppbp/2p2np1/3p4/4P3/2N1B1P1/PPP2P1P/2RQKB1R w Kkq -,73
r2q1rk1/p1p1bpp1/bp2pn1p/3pP3/8/2P1B1P1/PP1NPPBP/R2QR1K1 b - -,-96
5Q2/3q4/2k1p3/5p2/8/1B5P/5PK1/3b4 w - -,-2
r3k2r/1p3pp1/2n5/7p/pbPpP3/8/PP2B1PP/R1BR2K1 w kq -,105
1r3bk1/2R2pp1/p2p3p/1p1P4/1P1B4/P4Pq1/4B3/3R2K1 w - -,-422
r3kb1r/p2b1pp1/2pp1qnp/4p3/4P3/2NQ1N2/PPP1BPPP/R4RK1 w kq -,119
4r1k1/8/3n2P1/1PR4R/6P1/7P/7K/1r6 b - -,27
1r3rk1/pp1q1ppp/8/8/2p2N2/4PQP1/P2P1P1P/2R3K1 w - -,-93
r1bqk1nr/p1p2pbp/3p2p1/3Pp3/4P3/2Np1P2/PP3BPP/R2QK1NR b KQkq -,-108
3rkb1r/pb3p1p/1p3Bp1/2p1p3/2Nq3P/3P4/PPP1BPP1/R2Q1RK1 b k -,490
8/5b2/1p1p4/2p1k1p1/2PpP3/PP1P4/5KP1/8 b - -,-392
r4rk1/1p2q3/2p3pp/3p1p2/p1nPn2N/P3P1P1/1P2QPB1/2R1R1K1 b - -,-165
rnb1k2r/pp3p1p/2pq1pp1/8/3P4/5N2/PPP2PPP/R2QKB1R w KQkq -,146
3q2k1/6p1/6Qn/2B1p2P/1P5P/8/5P2/6K1 w - -,333
r3kb1r/ppqn1ppp/2p1pn2/8/2QPP3/2N2N2/PP3PPP/R1B2RK1 b kq -,148
r1b2rk1/pp2bppp/2p2n2/2P1p3/4P3/2N1B1P1/PP3PBP/R2R2K1 b - -,-25
r4rk1/pp3p1p/8/1Pn1Np2/P7/N4P2/6PP/3R3K w - -,-147
r3k2r/pppq2pp/2nbp3/6P1/3Pp3/8/PPP1PP1P/R1BQKR2 w Qkq -,-378
8/8/3pkp2/1R2p1p1/4P1Pp/4R2P/4KP2/r2r4 w - -,-153
r2qkb1r/pppnppp1/3p1np1/8/2BP4/2P1P3/PP3PPP/RNBQK2R w KQkq -,85
rnb2rk1/pp2qpp1/5n1p/2b5/2BN4/2N1B2P/PP3PP1/R2QK2R w KQ -,19
rnb1k2r/pp3p1p/2pq1pp1/8/3P4/5N2/PPP2PPP/R2QKB1R w KQkq -,146
rn1qk2r/pp2pp2/5b1p/3p1p2/2PP4/5N2/PP3PPP/RN1Q1RK1 w kq -,209
8/8/7p/1r2pppk/R7/5P2/2P1K1P1/8 w - -,-48
r5k1/1p2b1pp/2p1n3/3p1p2/p7/P3P2P/1P3PPB/R4RK1 w - -,93
7Q/6p1/5p2/1p6/p3k3/2P5/P5K1/1r6 b - -,238
2r3k1/1p1R2bp/4p1p1/1pB1p3/1P2P3/P7/5PPP/6K1 b - -,115
r4r1k/2np3p/1p2pb2/5p2/2PP2p1/1PBN1qP1/3Q1P1P/R4RK1 w - -,130
r1bq1rk1/1pb2ppp/p1npp3/2p5/4P3/P1NPBP2/1PP1BP1P/R2Q1RK1 w - -,36
8/8/5p2/p2kp3/P5P1/1P3K2/8/8 w - -,-56
r2n1r1k/1p3qb1/3pbnpp/pNp2p2/P7/1QPN2P1/1P1BPPBP/R4RK1 w - -,95
1r2r1k1/pB3pp1/7p/2b2p2/8/1Q6/PP3PPP/5RK1 b - -,424
r5k1/5ppp/2b5/4B1b1/1P6/5P2/4BP1P/5RK1 b - -,-6
r1b1k2r/pp2bppp/5n2/2p1P3/8/2P5/PP2BPqP/RNBQK2R w KQkq -,206
r1b1k2r/ppN2ppp/1n2p3/8/1b6/1P1qPN2/P2P1PPP/R2QK2R b KQkq -,-208
3n1r2/1p4k1/p1p2pp1/4p2p/4P3/5PPP/PPP3B1/1K5R w - -,69
rn1b1rk1/pp3ppp/2pp4/4p3/2P5/P2P3P/1P2BPP1/R1BK3R w - -,-1
3q1rk1/r1pb1pp1/1pnp3p/p2Pp3/2Pb4/P2P1N1P/1PQBBPP1/2R2RK1 b - -,51
r4rk1/1b2bppp/1pn1pn2/3p4/1p1PPB2/5N2/1P1NBPPP/R4RK1 w - -,-45
1r5r/4bkp1/p2pp1p1/3P4/8/6P1/PP3P1P/R1BR2K1 b - -,-49
r1br2k1/pp2pp1p/2p3p1/4b3/P7/6P1/1PP1B1PP/R1B2RK1 w - -,-76
2r3k1/3P1ppp/5P2/8/8/p1r2N2/2n1BPPP/5RK1 b - -,-140
r1bqkb1r/pp3ppp/2n5/2pnp3/6P1/7P/PP1PPPB1/RNBQNRK1 b kq -,-160
6k1/5ppp/5q2/5P2/r1Pp4/2nQ3P/1B4P1/4R1K1 b - -,9
rnbk2r1/p4pbp/2p2np1/4p1B1/1P2P2P/2N2N2/1PP1BPP1/R3K2R b KQ -,359
2rqkb1r/p3ppp1/1p3n1p/n2pNb2/3P4/2N3PP/PP2PPB1/R1BQK2R w KQk -,237
r4rk1/5p1p/1pN3p1/3p4/1P5P/P3PRP1/2P5/b1B3K1 b - -,-203
8/8/2k1pb2/p1p5/8/1P4B1/r4PPK/7R w - -,37
2kr1b1r/p4p1p/1p4pP/2ppP1P1/b7/2P5/PP2nPB1/RK2B2R w - -,-368
r2qk2r/pp2ppb1/2n3pp/8/3PQ2B/5N1P/bPP2PP1/2KR1B1R b kq -,-105
6k1/pp4pp/2n5/8/7r/5b1P/PP3P2/R1B1R1K1 w - -,-12
r4rk1/2pQBpbp/6p1/p7/1p6/1P2P3/q4PPP/4RRK1 b - -,-140
r4r2/1pp2n1k/p2q3b/3Nn1p1/8/P6P/1PPQ1P1N/R1B1K3 w Q -,-438
5R1Q/1p6/8/4k3/4p1P1/1r6/5PK1/2q5 b - -,277
r1bqk2r/pp1n1ppp/2p2n2/4p1B1/4P3/P4N1P/RbP1BPP1/3Q1RK1 b kq -,-213
r2qkb1r/ppp2p1p/5n2/4Np2/N2p4/6P1/PP1PQP1P/R1B1K2R b KQkq -,45
r1bqk3/1pp1p1bQ/p1n2rp1/3p4/3P4/N3P3/PPP2P1P/R1B1KB1R b KQq -,-78
8/5p2/8/6Pp/4kp1P/b1B5/5K2/8 w - -,-100
8/p7/1p2k3/5p2/P1p4p/4P2P/2N1K3/8 b - -,91
r5k1/1p2q1bp/2P2np1/4pp2/2p5/2B1P2P/2QNBPP1/5RK1 b - -,355
5rk1/p5pp/1p3p2/8/P1rp1R2/8/P1P3PP/R5K1 w - -,-176
bn4k1/p4p2/3p2p1/1Bpnq1B1/4p1P1/2b4N/P1P1QP1P/6KR w - -,73
1r4k1/2p2pp1/2Bp3p/1P2p2Q/8/1q2P2P/1nr2PP1/1R2R1K1 w - -,-8
r2q1rk1/pppb2pp/2n1pn2/3p1p2/3P1B2/2N1P3/PPP1BPPP/R3QRK1 b - -,32
1r2k3/pb3pb1/2p1p1pr/8/2P4P/3N2P1/P5B1/3R1RK1 w - -,56
r4r2/ppp2k2/3b2pp/3Pnp2/7P/P3P3/1P1B1PP1/2RR2K1 b - -,-454
8/5k2/3Bp3/3pPb2/3b1N1K/8/8/8 b - -,-222
2r1k2r/pp1bnppp/1q2p3/3pn2P/3N4/2P5/PP2NPP1/R2QKB1R w KQk -,-125
6k1/8/8/1pp5/p5r1/P1KR4/1P6/8 w - -,-15
r5k1/pp1n1pp1/1bp5/7p/1P3B2/2N3P1/P1P2PBP/2K5 w - -,-185
2r2rk1/p1qn2b1/2p1npbp/2Pp2p1/4p1N1/1N4PP/PP1QPPB1/2R1BRK1 w - -,-42
r2qk1nr/pp2ppbp/2n3p1/2ppP3/3P4/1PPB1NPP/P4P2/RNBQK2b w Qkq -,-480
2n3k1/1pq2p2/p2bp1bp/N2p1p2/1P1P1P2/P3PB1P/Q3N1P1/6K1 b - -,-100
r3kb1r/1p1b1ppp/p1n1pq2/8/2Np4/3P1N1P/PP3PP1/R1BQR1K1 b kq -,-44
r2q1rk1/1b1nbp1p/1p2p1pB/p2pP3/2pP4/2PQ1N1P/PPB2PP1/R4RK1 w - -,178
r1b3nr/1p1kbp1p/2p3p1/p3P3/2p1B3/4B1P1/PP2PP1P/RN2K2R w KQ -,206
8/b4p1k/7B/5p2/8/2r5/1R6/1R3K2 w - -,340
1N6/8/3p4/3P1p2/2p1p2k/4P3/3K4/6n1 w - -,-150
r2qkbn1/2p2pp1/3p4/pp2p3/1n2P2r/1Q5P/P1PP1PB1/RNB2RK1 w q -,0
8/8/5pkP/1p1p4/1PbK2P1/8/5P2/8 w - -,-290
1R6/8/1P3p2/4k1pp/8/4K1P1/2r5/8 w - -,-137
r1bq1rk1/ppp2ppp/2n5/3N4/2Pp4/P2P3P/1P2BPP1/R1BQK2R b KQ c3,325
2rqr1k1/pp1b1p1p/3Bp1p1/2Pp3n/8/1NP2P2/P2QB1PP/R4RK1 b - -,291
3r1rk1/5pp1/4p2p/Pp2N3/4R2P/b1B3P1/5P2/5RK1 w - -,457
r2qnrk1/3bpp1p/3p2p1/2p5/2P1P3/PP2BPP1/3QNKBP/R7 b - -,-83
8/p7/1p6/1P6/P1r2p2/3k4/5K2/5N2 w - -,-438
r2q1rk1/pppbppb1/3p2pp/8/3NP3/2N1Q1PP/PPP2PB1/R4RK1 b - -,88
r3kb1r/ppq1pppp/2np1n2/2p5/2P5/1PN1PP1P/PB1P1P2/R2QKB1R b KQkq -,231
3r4/6pp/p7/kp2R1P1/8/8/P3P2P/2B3K1 b - -,441
r4rk1/pp1n1ppp/2pbp3/q7/2pP4/1P2P3/PB2BPPP/1N1Q1RK1 w - -,-216
8/4p3/4Kp2/2P5/6k1/3r4/R4P2/8 b - -,81
2rq1rk1/pp3pbp/3p2p1/3Qp3/1B6/5N2/PP2PPPP/4KB1R b K -,-54
b3r3/4k3/R7/4Bp2/1Pp3p1/4P3/5PPP/5K2 w - -,248
r2qkb1r/pb1n1pp1/1p1Pp2p/1N1n4/3P4/5N2/PP2BPPP/R1BQ1RK1 b kq -,90
5rk1/pr3p1p/6p1/4P3/8/2P4P/PP4P1/5RK1 w - -,-425
4b1k1/1pp2pp1/p3qb1p/8/1P6/P1N1BPP1/4Q1BP/6K1 w - -,344
R7/5pk1/6p1/1r5p/2PPn3/6P1/5PK1/8 b - -,-279
r1bqk2r/ppp2p1p/2np1bp1/4p3/P3P3/5NP1/1PPP1PBP/R1BQK2R w KQkq -,-14
rnb2rk1/pp4bp/5np1/1P2Np2/P7/8/4PPPP/R1BNKB1R b KQ -,7
2r2rk1/3nppb1/1p1p3p/6p1/2pNP1P1/2P4P/PP1N2P1/2R2RK1 w - -,82
2rr2k1/pp2p2p/n4pp1/2n1b3/P7/2P1B1P1/1P2NPBP/2R2RK1 b - -,76
r1bq1rk1/pp2bpp1/2n4p/2pnp3/8/2PP1N1P/PP1NBPP1/R1BQ1K1R w - -,-105
8/1N2n3/5k2/p1p2P2/P1PpK1p1/3P3p/7B/8 b - -,241
