r2qk2r/ppp2pp1/2n2p1p/5b2/8/2PP1NB1/P2QPPPP/4KB1R b Kkq -,-128
8/8/4p2p/8/1K1knPP1/8/6B1/8 w - -,-13
r1bqk3/4n1b1/p1npppp1/1pp5/4P1P1/2NPB3/PPPQNPB1/2K4R w q -,121
r6r/1p2nk2/p3bbp1/7p/B3P2P/2N5/PP3P2/R2K2R1 w - -,-477
1r6/3k2pp/2p1p3/p2n4/2K5/3RPN2/P5PP/8 w - -,-84
8/3qNp2/p4k1p/8/6P1/5K2/4Q3/8 w - -,85
8/4k3/2P4p/2KR4/4P1p1/8/8/6r1 w - -,2
rnbq1rk1/pp1p3p/4p1p1/2pN1p2/2P5/5NP1/P2BPPBP/Q3K2R w K -,279
2kr3r/1p2pp2/pq1p2bp/2pP4/4P3/1PN1R1P1/2P3QP/R5K1 b - -,-103
2r2rk1/pp1qnpb1/3p2p1/4p3/1PP1P3/PQNP1B1b/1B3P2/3R1RK1 w - -,18
rnbqk2r/ppp1pp1p/6p1/3p4/3PnP2/2NQ1N2/PPP2PPP/R3KB1R b KQkq -,112
rnb1qrk1/ppp1bppp/5n2/4N3/2P1P3/2N5/PP3PPP/R1BQKB1R b KQ -,-36
r4rk1/1b2bpp1/3Np2p/p7/4PB2/2N3PP/1nP2RB1/R5K1 b - -,274
6k1/pp6/2pnq1pp/3p4/5P2/5NP1/PPPQ4/1K6 w - -,-56
5rk1/pNpq1ppp/2n5/1B6/5n1P/5Q2/PP3PP1/4R1K1 b - -,-62
2b5/1kr5/6p1/1N1p1p2/pP5P/4P1P1/1K2R3/8 b - -,-7
brq2rk1/p3bppp/1nn1p3/2N1P3/8/3P1NP1/PB2QPBP/R1R3K1 w - -,259
8/6R1/8/5p1p/5PkP/6P1/1r6/7K b - -,-47
2b1r1k1/1pq2pbp/6p1/r3p3/P1PpB3/B5P1/2Q1PP1P/R4RK1 b - -,-140
r1Nr2k1/pb4pp/1p2p3/n7/1QP5/8/P3BPPP/b4RK1 b - -,81
r3kb1r/ppBn1ppp/2p1pn2/8/2PP4/5P1P/1P2BPP1/RN3RK1 b kq -,73
r3kb1r/ppp1qppp/5n2/n2p4/5P2/3P3P/PPP2PB1/RNBQ1RK1 b kq -,124
1r1b2k1/5pp1/q3p1p1/p1P5/P1P5/5NP1/4QPP1/2R3K1 b - -,30
8/4kpp1/7p/8/2r3P1/1R2KP2/7P/8 b - -,13
r3k2r/pp1n2pp/2p2p2/4p3/1P6/4B3/b4PPP/2KR1B1R w kq -,-163
r1bq1rk1/ppp1bppp/2n5/3np3/8/3PNNP1/PP1BPPBP/R2QKR2 w Q -,-16
8/5p2/1pP1kp1p/p3r3/K7/P6P/1PR3P1/8 w - -,441
R7/4k3/2B5/2p1b3/2P5/8/3K4/1r6 b - -,5
1r2r1k1/p4ppp/2b2n2/p1qp4/8/P1N2NP1/1PPQ1PP1/1R1R2K1 w - -,42
2rq1r2/p4p1k/2b2bpB/1pp5/3pP3/P2P4/B1P2PPP/R1Q2RK1 b - -,180
8/7k/5Q1p/7p/1pP5/1P4q1/P7/6NK w - -,423
3n1rk1/qp1b1pp1/p2bp2p/3p4/1P1P4/P2BPNP1/3Q1PP1/2N2RK1 b - -,-14
r1b1kb1r/1p2pppp/p1n5/2qn2B1/8/5N1P/PP1QPPP1/RN2KB1R b KQkq -,-290
r7/p1k4p/2pnb1r1/2p4P/2P2p2/2R2BP1/P3PP2/2R3K1 b - -,-334
r1bqkb1r/pp3pp1/4pn2/2pp3p/8/1P1Q2P1/PBP1PPBP/RN3RK1 w kq -,46
r1b2rk1/pppp1pp1/2n4p/5N2/P3P3/2q5/2P2PPP/R2QKB1R w KQ -,-371
3r2k1/p5p1/1p2qpbp/1Q6/P7/2BrPR1P/3P2P1/2R3K1 b - -,-193
2r1kb1r/3qnpp1/2bp3p/1N2p2P/P3n2N/4B1P1/1P2BP2/R2Q1RK1 b k -,-83
r1bq1k2/ppp1b1pp/2n2n2/3ppp2/3P4/1BP1PN2/PP3PPP/R1BQK2R b KQ -,22
r1bk3r/ppp1bp2/5npp/2n2N2/2P1N3/4B1P1/PP2PPBP/3RK2R b K -,423
r1b1qrk1/p4p1p/2p3p1/3p4/8/P1Q2N2/1PP2PPP/2KR3R w - -,242
2r3k1/pp1n1ppp/8/5P2/3PQ3/5N2/Pq4PP/5RK1 b - -,-123
5B2/k1p5/5b2/3P4/2K2p2/5P2/8/8 w - -,47
8/3kP3/5n2/p4N1p/2K5/2P5/1P6/8 b - -,102
r1bqk1nr/1p1nbpp1/p1p1p3/3p3p/3PP3/P1N2PP1/1PPBN3/R2QKB1R w KQkq -,16
3b1rk1/Bp3ppp/8/8/8/8/bP2BPPP/5RK1 w - -,92
r3k2r/1p1n1ppp/1p1ppn2/3p4/8/3P1N1P/PPP1PPP1/R3KB1R w KQkq -,-42
8/2p1P3/8/p1pk4/P7/2r5/5K2/8 b - -,201
3b4/p1p2pk1/2Q3pp/5q2/P3N3/2P5/1r3PPP/4R1K1 w - -,63
r4k1r/p4ppp/1p6/3q2n1/3P3P/2P1Q3/P4PP1/RN1KR3 b - -,-55
r2r2k1/1b3pp1/pp2pn1p/4N3/8/2P2NP1/Pb2BPP1/R4RK1 w - -,-165
7B/1b6/1p6/2p4R/2P2k1P/1P6/r7/4K3 b - -,-97
8/8/4pp1k/p1p5/P1P1K2P/5P2/8/8 w - -,61
2b3k1/1p3ppp/2p2n2/p7/1bPN1P1P/1P4P1/P3RB2/3r1BK1 b - -,-266
r1bqkbnr/pp3p2/2n1p1p1/1Np3Pp/3p1P2/3P3P/PPP1P1B1/R1BQK1NR b KQkq -,-148
8/5pk1/6p1/K1r3P1/5Pb1/R7/P7/8 w - -,-225
2r2rk1/1p2ppb1/1p1p1npp/8/4P3/2NP1N1P/PP3PP1/1R3RK1 b - -,-57
2r1kb1r/1p1b1p2/p3p2p/3pn3/3N4/1P1Nq1P1/P1Q1P1BP/2R2R1K w k -,-88
rn1qk2r/1bppbpp1/p3p2p/8/3Pn3/5NP1/RPP2PBP/1NBQ1RK1 w kq -,113
r4r1k/2p3pp/1p2B3/pR6/3Pp3/B7/P4PPP/6K1 b - -,67
r1b2rk1/pp1p1p1p/2nbpq2/6p1/3P4/N1P1PN2/5PPP/R2QKB1R w KQ -,-3
r2qk2r/pp2bppp/2p1bn2/3p4/3QP3/2N4P/PPP1BPP1/R1B1K2R w KQkq -,67
r1bq1rk1/ppp1p1bp/3p2p1/6B1/2P1P1n1/2N2N2/PPQ2PPP/R4RK1 b - -,-24
r4b1r/p3kp2/1pb1pp1p/3p4/8/P1N1PPP1/1PP4P/R3K1NR w KQ -,-3
3k4/2p5/8/pP1K1Np1/P7/1N3n1P/5P2/6n1 w - -,261
3nk1nr/pp3ppp/8/2b2b2/8/2N2N2/PP3PPP/R3KB1R w KQk -,234
R7/8/5pp1/1p4k1/6P1/1K5P/3r4/8 w - -,-67
r1b2rk1/p2n1q1p/2p2p2/2Pp4/3N4/P7/3QB1PP/R4RK1 w - -,278
2qr1k2/1p2b3/pR3p1p/P1p1pPp1/2P3P1/3PBP2/4Q1P1/6K1 b - -,104
r7/4Q1k1/3p4/2p1p2p/1qP1P1p1/1P5P/3N2P1/7K b - -,-136
rn1qk2r/1bp1bppp/4pn2/3p4/P4P2/2N1PN2/1B1P2PP/R2QKB1R b KQkq -,-52
r2qk1nr/pp1n1pp1/2p1p1bp/2bpP3/5P2/3P1N1P/PPPNB1P1/1RBQK2R w Kkq -,66
rn1qk2r/pp3ppp/4b3/3nb3/4P3/P7/1P1B1PPP/R2QKBNR b KQkq -,-311
8/2k5/5p2/3Pn3/3K2Pp/1B6/6P1/8 w - -,162
8/2pR4/p3r1k1/1P4r1/1P4p1/P2K4/8/7R b - -,-65
r2qk1n1/ppp2pp1/4p1b1/nP1p4/5PPr/P3P3/1BPP2B1/RN1Q1K1R b q -,163
r1b2rk1/5ppp/p4n2/2P5/2p5/P5N1/2P1N1PP/1K1R3R w - -,184
1r3rk1/1pq1bpp1/pN5p/P2Ppb2/8/3P3P/2P2PP1/RQ3RK1 b - -,-384
r1bq1rk1/pp3pbp/2pp1np1/2n5/P1P1p2P/1PN1P3/1B1P1PP1/R2QKBNR b KQ -,-236
r3k1nr/ppp2p1p/3b2p1/8/1nP1P1b1/4BN2/PP2BPPP/RN2K2R b KQkq -,103
3r1rk1/p2qbbpp/2n2p2/2p1p3/Q1P3P1/P2PBN1P/4BP2/R4RK1 b - -,-383
8/8/5pk1/7p/4PKpP/8/5P2/8 b - -,0
r1b1k2r/p3qppp/2pp1n2/2p1p3/8/1P3P2/PBPPN1PP/R2Q1RK1 w kq -,-36
2r2rk1/1b3ppp/1p6/pP1p4/P7/6P1/QB1qB1PP/2R2K2 w - -,-164
rn1qk2r/p3ppb1/bp4pp/3p4/PP1Pn3/5NP1/4PPBP/RNBQ1RK1 w kq -,234
r3qrk1/1bp4p/1p2pp2/p2p1p2/P2P4/1PPBP2P/2Q2PP1/R4RK1 w - -,116
r1bqkb1r/ppp2p2/5n2/n2Pp2p/2P3p1/PPN1P3/5PPP/R1BQKB1R b KQkq -,-305
rn2kb1r/pp3p2/2p2q1p/3p2p1/8/2P1P1B1/PP1N1PPP/3RKBNR w Kkq -,-242
2r2rk1/1pqnn1bp/4N1p1/3pp3/5PP1/4QN2/PPP4P/R1B2RK1 b - -,3
1r5k/4R3/2p2p1p/p1P4P/P7/4P1P1/5PK1/8 b - -,282
3b4/3k4/1p6/p5B1/P1P3K1/8/8/8 b - -,-70
3rk2r/p1R5/7p/5p2/6p1/2P3P1/P1P3KP/5R2 b k -,361
8/1p4k1/p5p1/2Q3P1/1P1P3q/P7/8/3b1K2 w - -,-417
2br2k1/p1nq2bp/1p4p1/2p1p1N1/2P1Nr2/PP1P2QP/1Bn2PB1/3R1RK1 b - -,-324
r7/5p1P/3R4/8/5P1K/2k5/5P2/8 w - -,418
r4rk1/2pqnpb1/1p2p2p/p2pP2Q/P1bP2P1/B1PN3B/2P2P2/R4RK1 b - -,-97
6k1/1p4pp/2n5/1R6/1P6/5rP1/P4b1P/4R1K1 w - -,-31
r2q2k1/1p1bbrpp/p1np1n2/1Np1p3/4P3/P2PBN2/1PP2PPP/R2Q1RK1 w - -,-337
2q1k2r/p3bppp/2np4/2p1p3/2P1P3/5NPP/PP3PB1/R1B1K2R b KQk -,-56
8/6R1/p7/2rkp1P1/6K1/3p4/8/8 w - -,-343
8/8/2k1p1P1/P3P2p/7P/1K1Nn1p1/8/8 b - -,-3
r3r1k1/1p3ppp/p3q3/4p3/PPb1P3/3p1BP1/1R1Q1P1P/1R4K1 b - -,-193
8/1p3pkp/p5p1/8/4b3/P7/4B1PP/6K1 w - -,-217
r3kb1r/q2nppp1/2p2nbp/p2p4/P5P1/4PN1P/1BPPBP2/RN1QK2R w KQkq -,-147
r1q2rk1/pp1bbppp/2n5/3Q4/3Pp3/4P1PP/PP2NPB1/R1B2RK1 w - -,154
r2qk1nr/p1p1bppp/1p2b3/N7/8/P2BPP2/1P3P1P/R1BQK2R w KQkq -,176
4r1k1/5p1p/4b2P/1r1Nb1p1/pp2P3/6P1/PP1R1P2/1K5R w - -,-324
rnbqk2r/pp4b1/2pp1np1/4pp1p/PPP5/3P1NP1/4PPBP/RNBQK2R w KQkq -,19
r2q1rk1/pppb2pp/2Pp1n2/5p2/2P5/2N1PpP1/PP1QBPP1/R4RK1 w - -,57
r3r1k1/pp3ppp/4p1b1/P1np4/5Pn1/1P1P1NP1/2PN2BP/R4RK1 w - -,192
3r2k1/pp1qp1bp/2b5/2p1Pp2/2P1p3/1P2P2P/PB1P2B1/R1Q3K1 w - -,-70
r4rk1/1pq2pp1/7p/2PpP3/P1p5/8/4Q1PP/R4RK1 w - -,-184
8/r5k1/6p1/7p/5K1P/5P2/1R4P1/8 w - -,98
r7/1p2kpp1/1n2p2p/1N1p4/3P4/PP2PP2/1K4PP/2R5 b - -,122
8/p3b3/P7/6k1/7p/3B3P/5K2/8 b - -,13
r5k1/3b1ppp/p7/1pp1q3/3p3P/3P2P1/PPP4Q/1K1R3R w - -,177
1k6/3R2pp/3Nn3/8/6P1/2r2P1P/5K2/8 w - -,54
r5k1/pp2b1p1/2n1pn1p/4N3/4P1P1/P1N4P/1r3P2/2R1K2R w - -,-453
5rk1/3n1pp1/4b2p/Rp6/1qNpP3/3P3P/2Q1BPPK/8 w - -,36
1rbq1rk1/pp3p1p/4pnp1/3p4/1b1P3P/5NP1/PP1NPPB1/R2QK2R b KQ -,-274
r1b1k1r1/1pq2p1p/p1n5/4pp2/2Pp4/3QPNP1/5PBP/RR4K1 b q -,-314
8/8/1p6/4k2p/1P6/K1P4P/6P1/8 b - -,213
2r2nk1/pp2bpp1/7p/4p2P/Pp2P1P1/4BP2/1KP1N3/3R4 b - -,-133
rnb1kb1r/p4ppp/2p1p3/1p1Pq3/8/2P5/P1QP1PPP/R1B1KBNR w KQkq -,-172
8/8/R4pk1/7p/4p2P/6PK/5P2/2r5 w - -,-13
r1bq2k1/ppp2ppp/2n5/3p1n2/1b1P4/P1N5/1PP2PPP/R1BQNBK1 b - -,-42
r1bq2k1/1p2rpp1/pn3n1p/2pP4/3P4/2NB1N2/PP1B1PPP/R2Q2K1 w - -,24
r1qr2k1/5pb1/p5bp/1pNPp3/3n2pP/4B1P1/PP3PB1/R1Q1R1K1 w - -,46
6rk/2q2pp1/R6p/3Pp3/1Pp1b3/7P/2PQB1P1/6K1 w - -,249
r2q1r2/1p2ppk1/2p3pp/p1P5/PnB5/4PN1P/1P3PP1/1Q3RK1 w - -,-75
rnbqr1k1/pp3ppp/8/2bB4/8/2P3P1/P3NP1P/R1BQK2R w KQ -,-196
8/8/4k3/pKp2Pp1/P7/1P5P/8/8 b - -,124
r2q1rk1/1p3pb1/p1n1b1pp/3pP3/5B2/P1P2N1P/2P1BPP1/R2QR1K1 w - -,108
3r4/p3k1p1/P3pp2/2P1n1p1/7P/4N1P1/2P2PK1/4R3 b - -,39
1k6/7R/r7/2p5/P7/1P6/3r4/1K2R3 b - -,76
4k3/1bprbrpp/pp2P2B/2p2P2/P7/2P5/1P4PP/R3R1K1 b - -,-286
4r1k1/2p1q1p1/1p3n1p/p1pP1b2/5B2/2Q2P2/PP4PP/R2R2K1 w - -,214
2r2rk1/1p3pbp/p1b2np1/P2p4/1q3B2/2N2B1P/1PPQ1PP1/R3R1K1 w - -,146
rnbk1b1r/3p1ppp/p1pn1q2/4p3/2P4N/3Q2PP/PP3PB1/RNB2RK1 b - -,66
rn1qk2r/3bppbp/5np1/ppPp4/5B2/2PBPN1P/PP1N1PP1/R2QK2R b KQkq -,227
3r1bk1/1b2qp1p/1p4p1/1Prnp3/P7/RQ1B1N1P/3N1PP1/4R1K1 w - -,17
r1bqkb1r/4pppp/1npp4/1p2P3/8/5N2/PP3PPP/RNBQK2R w KQkq -,-167
8/2P3k1/5pp1/Q6p/P2K1q1P/8/8/8 w - -,223
8/5k2/5p1p/p1N5/4K1P1/PP5P/8/5r2 w - -,-92
r1bq1bk1/pp4p1/1n2pn1p/3p1p2/3P4/6P1/PP1BPPBP/RN1Q1RK1 w - -,225
r1bq1rk1/1p2bpp1/p1npp3/7p/3PN3/3B1NB1/PP3PPP/R2Q1RK1 w - -,437
r2q1rk1/1ppb1ppp/p1n1pn1b/1N1p4/3P4/4PN1P/PPP1BPP1/R2Q1RK1 w - -,-414
q5k1/8/1p1r1p2/2n1p3/2P5/5PP1/1Q1NP3/6K1 w - -,-496
4r1k1/6p1/p4p1p/P6b/8/7P/3Q2PK/8 w - -,109
5rk1/1p3pp1/4p2p/RNn1P3/4p3/2P5/1P3PPP/6K1 w - -,112
rnbq1rk1/2p1bppp/p3pn2/8/2B5/P1N1PN2/1P1P1PPP/R1BQKR2 b Q -,-54
8/7p/5pp1/1P2kP2/6PP/1P4K1/8/8 w - -,465
r1q2rk1/1p2p2p/p4p2/2p3p1/3NP1n1/2P3B1/P4PPP/3Q1RK1 w - -,169
6k1/4b3/p7/5qpQ/1Pp1pP2/2B1P2P/6K1/8 w - -,192
rnbq1rk1/1pp3pp/p3pn2/3p1p2/3P1P2/P2B1N2/1PPQNPPP/R3K2R b KQ -,-53
r4k2/8/4Qp2/3p1p1p/3P1P1N/4P1PP/3P1K2/q7 b - -,344
rnbq1rk1/pp4pp/8/3n1p2/3P4/2P2N2/P2B1PPP/R2Q1RK1 w - -,-105
2r2b1r/3k1ppp/p1p1p3/3p4/B4P2/4P3/PP4PP/2R2RK1 w - -,-32
8/1R4p1/5k1p/8/rp2n1PP/4P3/7K/8 b - -,-350
2rqbrk1/1p2bppp/p2pp3/P7/2B1N3/1P4B1/2P2PPP/R2QR1K1 b - -,151
8/q1r2pk1/4p1pp/4P3/6PP/5Q2/n4R1K/3R4 b - -,167
r1b2rk1/1pp1bpp1/p6p/3q4/8/P4N2/1P2QPPP/R1B2RK1 b - -,-246
1r4k1/5pbp/1p3pp1/1P2p3/P1r1P3/4BP2/6PP/3B1RK1 b - -,-252
r2qkb1r/pp3ppp/2np4/5b2/3P4/6P1/PPP2P1P/RN1QKBNR w KQkq -,32
r2nkb1r/ppp2pp1/8/4N2p/2P1b3/4P3/PP2BPPP/R1B2RK1 b kq -,50
r2qkb1r/pp1b1ppp/4pn2/2p1Q3/2B5/7P/PPPP1PP1/RNB2R1K w kq -,48
4r1k1/Q1pp1q1p/5pp1/4n3/8/2P5/P1PB1PPP/4R1K1 b - -,-1
8/6k1/p1p3P1/1pP4P/8/P7/4K3/8 w - -,261
1r4k1/4N1bp/5pp1/p7/3P1P2/P3P2q/1P2QP1P/2R3K1 b - -,297
5rk1/1p3q2/p1pr1bp1/P1Nn1p1p/1P1Pp2P/4P1P1/3BQP2/2R2RK1 w - -,-28
rn1qkbnr/pp2pp1p/6p1/2p5/P4B2/2Nb2P1/1P2NP1P/R2QKB1R b KQkq -,-249
r3kb1N/ppp2pp1/2n1p2p/8/Q3n3/3q3P/PP3PPR/RNB1K3 w Qq -,24
8/1p4kp/8/Q6P/8/4q3/8/3B3K b - -,125
r3k2r/pppq1ppp/2n5/4p3/1b3n2/5B1P/P1PP1PP1/RNBQ1RK1 b kq -,-93
rnk2bnr/p1pb2pp/5p2/7B/2p1PB2/2P5/P4PPP/3RK1NR b K -,-382
r2qkb1r/1b1p1ppp/2n1pn2/pNp5/4PP2/3PBN1P/PPP1B1P1/R2Q1RK1 b kq -,233
5rk1/1p1b1ppn/p3p3/3p4/3P4/b3P1BP/3N1PP1/2R4K w - -,-455
r2q1rk1/pPpb3p/3pp1p1/8/2P1p3/1P2PN1P/P3BPP1/Q4RK1 b - -,64
2rqr1k1/pp1bn3/3p2pp/2p2p2/2P1PP2/4BBP1/PPQ4P/R4RK1 b - -,-17
r4rk1/1pq2pp1/2pN1nbp/p1n1B3/P3p1P1/1P5P/2P1QPB1/3R1RK1 b - -,-49
2rq1rk1/p2n1ppp/1p2p3/4P3/1bB5/5P1P/PBQ2P2/3R1RK1 b - -,-238
nr3k2/3bbppB/2p1p2p/4P3/2QP4/4PN1P/6P1/6K1 b - -,114
2b2b1r/3k4/p3N1p1/3pPp2/3P1P2/1r4Pp/1P5P/2RN1RK1 b - -,87
3qr1k1/3p1pp1/p2B1n1p/1p2Q3/7N/Pb5P/2r2PP1/R3R1K1 w - -,-110
5rk1/pp2bpp1/q4n1p/2p5/2PP4/3B1N2/PB3PPP/1Q1R2K1 b - -,450
6k1/2R2N2/4p3/4P2P/8/3r2K1/8/8 w - -,476
r1bqkb1r/1pp2ppp/p2p1n2/8/3QP2P/1PN5/P1P1BPP1/R3K1NR b KQkq -,-48
q7/6k1/8/p3P3/P4Q2/6P1/1P4bK/8 w - -,-74
rn1r2k1/4pNbp/6p1/pN6/Pp2n3/4B1P1/1PP3KP/R4R2 b - -,-10
8/5p2/3k4/3Pp2p/4P2P/2K5/4RP2/5r2 b - -,25
2r2r1k/pp2np1B/3bp1p1/3p2N1/3P1P2/2P5/PR1BbRPP/6K1 b - -,-134
r3kbnr/p1p1nppp/1p6/3p4/3P1Pb1/3B1N2/PPP3PP/RNB1K2R w KQkq -,57
r2q1rk1/2pb1pb1/ppnp1np1/4p1Np/2P5/PQNPB1P1/1P2PPBP/R4RK1 w - -,95
rnbb1rk1/p4ppp/1pp1p3/4P3/2p2B2/2N3P1/PP2PPBP/R4RK1 w - -,148
r1bq1rk1/p2pp1bp/2p2np1/5p2/1P1N4/4B1P1/P1P1PP1P/RN1Q1RK1 w - -,-68
rn3rk1/pp1bppbp/6pn/2qpP3/8/P1P2N2/1P2BPPP/R1BQKN1R b KQ -,-166
r1b1kbnr/ppp3pp/1q6/4P3/4p3/2P5/PP2P1PP/R1BQKB1R w KQkq -,-178
n4rk1/1b4qp/2pbp1n1/1p3pP1/2pP1P2/2N1P3/1P1BQKB1/6NR b - -,-92
8/5K2/p2k2p1/6B1/6rP/8/1b6/2R5 w - -,-299
4r1k1/7p/B5p1/3b1pQ1/3p4/7P/1qP2PP1/3R2K1 w - -,22
2r4k/8/p1p1r3/7P/1P1B1P2/P7/6RP/7K b - -,176
2r2rk1/1ppnb3/2npp1pp/pN2p2q/2P1P3/P2P1N1P/1PQB1PP1/4RR1K w - -,76
8/7R/6pP/1p1p1pP1/3k1B1K/8/4b3/8 b - -,362
3r4/2k5/8/5pp1/8/4P1PP/1R3PK1/8 b - -,263
r2r4/1p2bkp1/p6p/P3q2b/2QNp3/6P1/1P2PPBP/2RR2K1 b - -,111
r1bqk2r/ppppbppp/5n2/6Q1/2B1PP2/2N5/PPnP2PP/R1B1K1NR w KQkq -,-67
3k4/1p2p1bp/p1r2pp1/8/P3PP2/1P6/2PN2PP/2R3K1 w - -,140
r4rk1/pb1p1p2/np1P3B/2pP4/7q/P7/3Q1PPp/4RRK1 w - -,-198
8/5N2/8/p5p1/4P3/5P1k/2r5/R5K1 b - -,361
r1b1kb1r/pp1p1ppp/2n2n2/2q1p3/6P1/3BPN1P/PPPN1P2/R1BQK2R b KQkq -,-164
r1b4r/ppk2pp1/2p4p/2n5/2P5/8/PP2BPPP/3RK2R w K -,-395
r1b1k3/pppp1pp1/2Pb4/6B1/2r5/8/PP2PPPP/R3KB1R w KQq -,-66
r1r3k1/1p4pp/p1q2n2/3p4/3PpN2/1Q1BP3/1P4PP/R4RK1 w - -,372
8/4k3/4b3/1N2P1Pp/1Pp4K/2P5/8/8 b - -,279
5k2/pp6/5p1p/2P2Pp1/3p1P2/2P5/PP1r2BP/6K1 w - -,-188
r1bq1rk1/1pp1b1pp/p2ppn2/5p2/2NP1B2/1QP1PN2/PP3PPP/R4RK1 b - -,-93
1q3rk1/1p3ppp/p2b4/1b1p4/1P1P4/2B2Q2/2B2PPP/2R3K1 w - -,78
r4rk1/1b3ppp/1qp1p3/pn1pP3/6P1/7P/1PPNPPB1/R1Q2RK1 w - -,74
8/5p2/3P1p2/rr2p1k1/2p1P1P1/2P2P2/5K2/4R3 b - -,-232
8/3r3k/1p6/p7/P7/1P2RN1P/5KP1/1r6 w - -,8
r2q1k1r/p2nbppp/1pn1p3/3p4/P2P4/2N2N2/1P3PPP/R1BQK2R b KQ -,-195
r2bk2r/ppp2pp1/2n2n2/4p2p/8/2P2NP1/PP2PPBP/1RBR2K1 w kq -,190
r2q1rk1/1bpp2pp/1pn1p3/p4pb1/P2P1N2/2PBP3/1P3PPP/R1BQ1RK1 w - -,56
5rk1/1p4p1/p1n2p1p/4n3/4P3/5P2/PP1KBP1P/2R3R1 w - -,428
8/1p4p1/p3k2p/P1P5/7P/5K2/8/8 b - -,-188
r2qkb1r/pp1n1ppp/2pp4/3Pp3/4P3/P1N2P2/1PP2P1P/R1BQK1R1 w Qkq -,57
3q1rk1/pp2bppp/4p3/3b4/3N2P1/PP2P3/1B4PP/2Q2BK1 b - -,-376
rn1q1rk1/p1b3p1/2p1pn1p/2Pp4/8/2N3P1/P3PPBP/1RBQ1RK1 w - -,153
rnbq1rk1/1pp2ppp/p3p3/3p2N1/3P4/P1P4P/2PQPPP1/R3KB1R b KQ -,-226
5k2/3r1p2/1p1P2p1/1N3r1p/P3KP1P/6P1/5b2/3R4 w - -,-389
r4r1k/1pp3pp/2np3q/3P1P2/1P2p3/4P2P/1B1P1P2/1RQ1K2R b K -,-192
r5k1/4rpp1/2pp3p/8/2P5/1PN1P2P/P2n2P1/3RR1K1 b - -,132
8/8/p2b4/2n1kpp1/1BPp4/5P2/B3K1P1/8 w - -,-53
8/1R6/4bk1p/1Pp4P/8/4K3/2r1B3/8 w - c6,118
2k4r/1b3pNp/1pp1pB1p/p7/2P5/3r1P2/PP4PP/2K1R3 b - -,-285
8/8/r2k2pp/5p2/3p3P/PR4P1/4KP2/8 w - -,72
r1b1k1nr/pp2pp1p/6p1/n1p5/2P5/5NP1/PP2PPBP/2R1K2R w Kkq -,-321
5nk1/5pp1/2R5/2B2P1p/3P3P/4PKP1/7r/8 b - -,332
R7/8/3N1k2/2p3p1/3r4/6PP/5PK1/8 w - -,490
r1bqkbnr/pp6/2n1p3/2ppN1pp/8/P1N4P/1PPPQPP1/R1B1KB1R b KQkq -,-109
8/p7/6k1/7p/2P3p1/6P1/3bP1K1/8 w - -,-352
rnb1k2r/pp3ppp/5n2/3p4/8/8/2PNBPPP/RNB2RK1 b kq -,272
r3kb1r/pp1npppp/3p1n2/8/1q1P4/3B1PPP/P4P2/RNBQK2R w KQkq -,-249
r3kbnr/1p2p3/p1q2ppp/2N5/2Q5/3PP3/PP3P1P/R1B2RK1 w kq -,263
rn2r1k1/pppq1pbp/3p2p1/8/2PPb2P/4BN2/PP2BPP1/R2QR1K1 b - -,-28
5rk1/5ppp/5n2/p1N5/2P1p3/1P2P2P/P5P1/3R2K1 w - -,288
r1bq1r2/pp1nbkpp/2p1p3/3p1p2/3P4/P1P1PN2/Q1PBBPPP/R4RK1 b - -,-32
5rk1/ppq1nppb/2r2n1p/P2p1P2/3P3P/2P1N3/1P1NQ1B1/R4RK1 w - -,41
r2q1rk1/pppn1p1p/4pn2/6pb/2BP3N/PQN1P3/5PPP/R1B2RK1 w - -,490
rn1qk1nr/1pp2ppp/p3p3/3p4/3P4/3P1N2/PP3PPP/RNBQ1RK1 b kq -,343
rnb1kb1r/pppp2pp/4p1q1/5p2/3P4/2P1P2N/PP1N1PPP/R2QKB1R w KQkq -,227
3r1r2/pB3pkp/6p1/3Npb2/2R5/6P1/P3PP1P/5RK1 w - -,474
r1bq1r2/pp2npk1/2np2p1/2p1p3/4P3/2PPQN2/PP1N1PPP/2KR1B1R w - -,159
rnbr2k1/pp4bp/5np1/2p5/2P2B2/1PN2N2/P3PPBP/R4RK1 w - -,310
1r3rk1/5ppp/1qp1p2n/4P3/p1QP4/6PP/PP3PB1/R3R1K1 b - -,92
6rk/Bpp4p/3p1b2/3P4/8/P2P3N/n3PP1P/1R5K b - -,146
rn1qk2r/pp2bppp/4b3/8/3P4/5N2/P4PPP/R1BQKB1R b KQkq -,-224
2r2rk1/2qbQpp1/p6p/1p1P4/8/PR5P/2PB1Pp1/5RK1 w - -,-129
8/2r5/2P1p3/2P4k/pPK2Pp1/P7/8/8 w - -,-234
2q3k1/n2b1pp1/1p1B3p/2p5/p1Pp4/P2P1N2/1P2QPP1/5BK1 w - -,440
r2q2k1/pbnpr1pp/1P2P3/2p5/2P1Pp2/2P2N2/2B2PPP/RQ2R1K1 b - -,253
r2qnrk1/4bppp/2B1p3/p3P3/p1pP4/1P6/1BP1Q1PP/R4RK1 b - -,77
r1bq1rk1/1p3ppp/2n2n2/p1bp4/8/2PP1NP1/P2N1PBP/R1BQ1RK1 w - -,106
r5k1/1q3p2/p2Q1B1p/1p6/1P6/P3P3/4rPPP/3R2K1 b - -,269
