7r/1p1nkpp1/1b1p1n2/pN1PpP1p/P1P5/1P2Q1PP/6B1/1R3R1K b - - 0 28,b6e3
r1bqk2r/ppppbppp/2n5/5n2/8/5N2/PPPP1PPP/RNBQRBK1 b kq - 4 8,e8g8
6k1/ppr2pp1/7p/3pNQ2/3q4/8/PP2R1PP/2r1RK2 b - - 2 29,c1e1
2k4R/3r4/8/2KPB3/8/8/8/3b4 b - - 4 109,c8b7
4r3/pp3pk1/1bp2q2/6p1/3P2b1/P2B2P1/1P1Q2P1/1K3R2 w - - 0 29,f1f6
rnbqkb1r/1p3pp1/p2ppn1p/8/3NPP1B/2N5/PPP3PP/R2QKB1R b KQkq - 1 8,d8b6
2r2kr1/5p2/p2pp3/7P/1p1B1p1Q/P7/1Pq4P/K2RR3 b - - 1 27,b4a3
4r1k1/5pb1/1P5p/6p1/4pq2/P4nN1/3RQP1P/5R1K w - - 1 35,d2d3
r2q1rk1/3nbppp/pp1ppn2/6N1/2PQ4/1PN3P1/PB2PPKP/R2R4 b - - 0 13,a8c8
1r2r2k/8/8/5Qp1/P1P5/5P2/6K1/2B5 w - - 1 54,c1g5
rnbqr1k1/1pp2ppp/p2p1n2/2b1p3/2P5/1PN1P1P1/P2PNPBP/R1BQK2R w KQ - 1 8,c1b2
r1r5/pb2k1pp/1p2pp2/1P6/2NPP3/R2K1P2/6PP/R7 b - - 4 26,c8c7
8/k5p1/1pR5/pbn1r3/6BP/6P1/5K2/R7 w - - 0 41,c6c7
8/R6k/3p1p1p/3PpNpP/2n1P1P1/1r6/8/7K b - - 7 52,h7h8
2rr2k1/1pN1Bpbp/p4np1/n3p3/2P5/1PNb2P1/P4PBP/R3R1K1 b - - 3 19,d8d4
8/4bBk1/3p2P1/3PpR2/4P1P1/8/r7/5K2 b - - 2 55,a2a4
8/8/3k4/3N3p/2pK3P/6P1/8/8 b - - 5 69,d6e6
6k1/1p1r1p2/3P2p1/7p/3Q1P1P/6P1/4q3/3R2K1 b - - 16 62,g8h7
2r2rk1/p1n2pp1/1p1qp1bp/2p5/Q1PP3P/1NP3P1/P4PB1/R3R1K1 b - - 1 20,c5d4
r2q1rk1/1bp2ppp/np1p1b2/3Pp3/1PP5/2N3P1/3NPPBP/2RQ1RK1 w - - 1 15,d1b3
1r5r/p4ppp/R3b3/2p4k/4B3/5RP1/P3PP1P/6K1 b - - 9 24,b8b2
r2q1rk1/pb2bppp/np2pn2/2pp4/2PPP3/P4NP1/1PQN1PBP/R1B2RK1 w - - 0 11,e4d5
rn1q1rk1/pbp2ppp/1p1ppb2/3P4/2P5/2n2NP1/PP1BPPBP/2RQ1RK1 w - - 0 11,d2c3
3RB3/p7/1pp3np/rk4p1/2nBP3/2P2P2/P4P1P/6K1 b - - 1 39,g6f4
r4rk1/1ppq1ppp/2b5/p2n4/n1P5/1Q3PP1/4N1BP/R1B1K2R w KQ - 0 18,c4d5
2r1r1k1/pb3p1p/1pn3Bb/2P1p3/8/Bq2PN1P/2R1Q1P1/3R2K1 w - - 1 23,d1d3
r2b2k1/r4ppp/5n2/PR1p4/2p5/2P3PP/5PBK/R3B3 w - - 3 31,g2d5
5B2/8/7k/1K1P4/5p2/3Bb3/3n4/8 b - - 2 66,h6h5
4nb2/p6p/1pp2k1p/4p3/PPB1P2P/2P1B1P1/6K1/8 w - - 10 42,c4g8
r2q1rk1/3n1pbp/pp2p1p1/2pb4/Q2P4/2B1PN2/PP2BPPP/2R2RK1 w - - 0 14,a4a3
rn1q1rk1/4bppp/p1pppn2/8/2PPb3/BP2NNP1/3QPPBP/R4RK1 b - - 1 13,b8d7
8/7k/7p/3N1K1P/6R1/8/8/r7 b - - 24 70,h7h8
2rq1rk1/pp1nbpp1/4pnp1/3p4/2Pp1P2/1P1BPN2/PBQ3PP/R4RK1 w - - 0 15,b2d4
r3k2r/p3Bpp1/1pp5/2p1P2p/8/5P1P/PPPR1P2/R5K1 b - - 0 19,e8e7
8/1p1Rr1pp/5pk1/2q1p3/4P3/PQ4P1/1P3P1P/6K1 w - - 2 36,d7b7
2rr2k1/p3ppb1/1qpp1np1/5b1p/2P5/1PN1PB1P/PB1Q1PP1/2RR2K1 b - - 0 16,b6b8
r1b1r1k1/pppnqpbp/3ppnp1/1N6/2PP4/1P2PN2/PB2BPPP/R2Q1RK1 b - - 4 10,d7f8
r1bq1rk1/3n1pbp/p1npp1p1/1p6/3PP3/1B3N2/PP2QPPP/R1B1RNK1 w - - 1 13,c1e3
1rn1r1k1/pp3pb1/2p3pp/2P1p3/4P3/5NP1/P1P2PBP/R3R1K1 b - - 0 17,g7f8
6k1/1r1bqpbp/5np1/1n2B3/P2pP3/3P1NP1/1Q3PBP/2R3K1 w - - 0 25,a4b5
1rbq1rk1/p3pnbp/2p3p1/2ppPp2/5B2/2NP1N1P/PPP2PP1/R1Q1R1K1 w - - 0 13,c3a4
rn1qnrk1/pp2bppp/2p1p3/3p3b/4P2N/3P2PP/PPP2PB1/RNB1QRK1 w - - 3 10,f2f4
1r2r2k/ppn2bpp/2p5/2b1P2P/R7/PP4N1/1BP1R1BK/8 w - - 1 39,h5h6
r1b1k2r/pp2ppbp/2n2np1/2qp4/2P5/1P2PN2/PB1N1PPP/R2QKB1R w KQkq - 1 9,a1c1
1r3q1k/r5p1/p5Rb/8/4Q3/P1N5/1PP5/1K1R4 w - - 5 35,e4d4
r2q1rk1/1p1b2pp/p1nbpp2/3p3n/B2P4/2P1BN2/PP1N1PPP/R2Q1RK1 w - - 2 13,f3e1
3r4/1q4k1/3r2p1/p1p1pp1p/P1Pb4/1P3PPP/2QNR1K1/5R2 b - - 2 34,b7b4
3R4/p1rn3p/P2k2p1/1B3p2/8/3K1P2/6PP/8 w - - 23 45,d3d4
5rk1/1p5p/2Pp4/3Pnp1p/1P2p2q/r1N5/5PPP/2RQ1R1K w - - 2 26,d1d4
2kr3r/1pqbb1R1/p1nppn2/8/3NP3/2NQ4/P1PBB2P/1R2K3 w - - 1 19,c3b5
r2R2k1/1bp1q1b1/1pn1p2B/2n3N1/p5QP/P5P1/1PP2PB1/4R1K1 b - - 0 23,a8d8
3rr1k1/1p4p1/p4pnp/3qP3/P7/4QN1P/1P3PP1/3RR1K1 b - - 1 27,d5d1
r2q1rk1/pbpn1ppp/1p1bp3/3p4/2PP4/1P1BPN2/PB1n1PPP/2RQ1RK1 w - - 0 11,f3d2
8/6bk/2pR3p/2P1p3/r3P1PN/4BK2/2b2P2/8 b - - 2 36,c2e4
1k1r3r/pppbn2p/3b4/PP2p3/2B1P1q1/2QP1NB1/5PP1/R3K2R b KQ - 1 21,e7g6
4n3/p4pk1/1p3np1/1P5p/P1R1P2P/5PP1/2Q3K1/q7 w - - 7 44,c2d2
r1bq1rk1/pp3ppp/2nb1n2/1Bpp4/8/1P2PN2/PB1P1PPP/RN1Q1RK1 w - - 4 9,d2d4
5r2/2R2P2/1p6/p1pkB1Pp/P4K1P/1b6/8/8 w - - 1 46,e5g7
r3kbnr/pp1qpp1p/2n3p1/3p4/Q2P4/4P3/PP3PPP/RNB1KB1R b KQkq - 0 8,e7e6
rnbq1rk1/pp1p1ppp/4pn2/2p3B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 6,e2e3
2r2rk1/1p1nqpp1/p3pnp1/2pp4/2PP4/1P2PN1P/PQ1N1PP1/2RR2K1 b - - 5 17,c5d4
r2q1rk1/pp3ppp/2n1bb2/3p4/5B2/3BPN2/PP3PPP/2RQ1RK1 w - - 10 15,a2a3
4b3/p3k3/1p2P2p/1P1KP3/8/P2B4/7P/8 b - - 0 64,e8h5
rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1NN1BB2/PPP2PPP/R2QK2R b KQkq - 5 9,e8g8
2rr2k1/3q1p1p/6pb/1p1pPp2/pPnB2P1/P5R1/5P1P/3QRBK1 w - - 0 27,g4f5
r1bq1rk1/ppp1bppp/2n5/3p1n2/3P4/2P2N2/PP3PPP/RNBQRBK1 b - - 0 10,e7d6
r3r1k1/1bqn1pbp/pp4p1/2p1p2n/P3P3/1QPB1N1P/1P1N1PPB/3RR1K1 b - - 3 16,h5f4
1r4k1/q2n1p1p/pr1bpnp1/2p5/Q1Pp1P2/B2P1NP1/P4PBP/R3R1K1 w - - 16 25,h2h3
r3r1k1/6p1/p3p3/1bRn1p1P/1P1R1P2/P7/3B1PB1/4K3 w - - 0 25,g2f3
3rr1k1/p2bq1pp/1p1n1p2/2pP4/P3PR2/4P1PP/1Q3NBK/2R5 w - - 7 32,b2a2
2r3k1/1r2bpp1/q1p1p2p/p1PpP3/3N1P2/PP6/2Q3PP/2R1R1K1 b - - 0 23,c8b8
rn1qk2r/pbppppbp/1p3np1/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6,e8g8
2r1q1kr/p1n1npp1/bp2p2p/3pP2P/P2P1BP1/2N1Q2B/1P3P1K/R5R1 b - - 0 24,e8d7
r2q1nk1/ppnb2pp/8/3NP3/2P3Q1/8/PP4PP/R4RK1 w - - 3 21,g4f3
r1bqk2r/pp3pbp/2np1np1/2p1p3/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 b kq - 1 8,e8g8
2r1r2k/1pq3pp/b2b4/3Q2B1/8/2NR4/PP2NPPP/R5K1 b - - 0 25,d6h2
8/2p3R1/1p3p2/p1pk1r1r/P6p/1P1P1R1P/2P2KP1/8 b - - 0 42,d5d4
2n5/4rppk/1p1p2rp/pRpPpN2/P1P1P3/5RPP/1P3PK1/8 b - - 1 35,e7a7
2r1r1k1/pbq1ppbp/1p4p1/2n1P3/2P5/1N1B4/PB2QPPP/3RR1K1 w - - 3 18,b3c5
r3r2k/2N4p/1p3p2/p1pqnP2/P3p3/1P1PP2P/2P5/R3Q1RK b - - 0 27,d5c6
r1bq1rk1/pp1n1pbp/4pnp1/2pp4/3P4/1P1BPN2/PBPN1PPP/R2Q1RK1 w - - 0 9,c2c4
r5k1/1p3pp1/2p4p/p3P3/R2BB2P/2P3P1/1r3PK1/8 b - - 3 26,b7b5
5r2/R4pk1/3pQ1p1/1P1P1p1p/p1P4P/6P1/5P2/q5K1 w - - 1 39,g1g2
2kr3r/2p3pp/p1pb2b1/1p2p3/8/1P1P1N2/PBP2RPP/R6K w - - 0 19,b2e5
8/5p1k/1P4pp/P6q/4Q3/6K1/5PP1/8 b - - 4 46,h5g5
4rk2/6p1/6P1/1RbBp3/6n1/3P4/3B4/7K b - - 2 48,c5d6
7k/Q7/4p2q/1p2Pb2/2p1nN1P/2P3P1/PP5K/3B4 w - - 1 47,a7a8
8/R4pk1/2rn1rp1/7p/2PR3P/3KN1P1/5P2/8 w - - 5 64,d4f4
r2q1rk1/pbpn1ppp/1p1ppn2/6B1/2PP4/P1QBPP2/1P4PP/R3K1NR b KQ - 2 10,a8c8
r7/1bp1kp1p/p3n1p1/4P3/2p1pR2/BP2P3/P5PP/3R2K1 b - - 1 26,c7c5
r2qr1k1/1p1nppbp/2p3p1/p2p4/P2Pn3/1P2PNPP/1BP2PB1/R2Q1RK1 b - - 0 13,e7e6
3r2k1/4npp1/1pq1pb1p/p1r5/P3R2P/2P2NP1/1P1BQP2/4R1K1 w - - 2 26,f3h2
6k1/R4pp1/2N3p1/1Pn3b1/8/5K1P/4B1P1/3qr3 w - - 0 54,a7a8
rn2r1k1/5pb1/pqn4p/3R4/Q3N2p/B5P1/1P3PB1/3R2K1 w - - 0 28,e4d6
r1bqr1k1/pp3ppp/2ppnn2/4p3/4P3/P2PbN1P/BPP1NPP1/R2Q1RK1 w - - 0 13,f2e3
2r3k1/2Np1pp1/P1bPp2p/2B4P/1p2nP2/6P1/1P6/R5K1 w - - 3 35,c5b4
rr6/6k1/2nqp2p/pp1p1p2/PP1Pn1pP/2PN2P1/5PB1/R1RQ2K1 w - - 0 30,a4b5
r1bqk2r/p1ppbppp/2p2n2/8/2N1p3/1P2PP2/PBPP2PP/R2QK1NR b KQkq - 0 8,e8g8
8/8/1R6/2pk2p1/4n1P1/4P3/4K3/8 w - - 1 55,b6b8
r2q1rk1/4pp1p/3p2p1/2nP4/pQ6/4P3/P3BPPP/3R1RK1 w - - 1 19,d1b1
rn1q1rk1/pp2bpp1/2p1pn1p/3pNb2/8/1P1P2P1/PBPNPPBP/R2Q1RK1 b - - 4 9,b8d7
1r5r/p1p2p1p/1pkbp1p1/8/P1PP1P2/2P1B2P/4KP2/R6R b - - 0 18,h8e8
8/2n5/2P5/1p2N2p/1P1p1P1k/5K2/8/8 w - - 0 58,e5g6
r3k2r/pp4b1/2p3p1/4pqNp/2Q1PBnP/6P1/PP3P2/R4RK1 b kq - 0 21,f5f6
rnbqk2r/ppp1npbp/6p1/3pp3/4P3/3P1NP1/PPP2PBP/RNBQ1RK1 b kq - 0 6,e8g8
r4rk1/2q2p1p/p1p1b1p1/3np3/2B1N3/P4P2/1PPQ2PP/2KR3R b - - 3 17,f8d8
4qbk1/7r/3p2p1/1p1Pp1P1/N2nPp2/P1N2P2/1P3Q2/1K1R4 w - - 0 34,a4b6
rn1q1rk1/pp2ppbp/3p1np1/2p3N1/2P1PP2/2NP4/PP4PP/R1BQ1RK1 b - - 2 10,b8c6
r1bqr1k1/1ppn1ppp/5n2/3pp3/2PP4/pP1BPN2/P2QNPPP/R3K2R w KQ - 0 13,d4e5
r2q1rk1/pbp1bpp1/1p3n1p/3P4/1n5B/2NB1N2/PP2QPPP/3RR1K1 b - - 2 16,b4d3
r2qr1k1/pp3pp1/3b3p/2p2P2/2PnP3/2N2N1P/PP3KP1/R2QR3 b - - 0 20,d8b6
5r2/4Rpk1/2pQ2p1/4p2p/2P1P2P/6P1/5PK1/q7 b - - 9 39,a1d4
r1bq1rk1/2p1bppp/1pP1p3/p2p4/3PnB2/P3PN2/1PR2PPP/3QKB1R w K - 0 13,f1d3
5R2/pp3Pp1/2q3k1/5pP1/8/P5P1/5P2/3R2K1 b - - 0 40,f5f4
3r2k1/ppp3pp/4bq2/2N2p2/2P1p3/4P3/PPQ2PPP/3r1RK1 w - - 0 20,f1d1
r3kb1r/1bqn1ppp/p2ppn2/8/NP1NP3/1P2BP2/2PQ2PP/2KR1B1R b kq - 0 13,d6d5
r7/1p3p2/2p5/p1p1k2N/R1P5/7P/5PP1/5K2 b - - 1 32,b7b5
r6r/p3kppp/2pqpn2/3p4/3P4/QPP1P3/5PPP/RN2K2R w KQ - 2 16,b1d2
r1bqk2r/1p2npbp/2np2p1/p1p1p3/P3P3/2PP1NP1/1P3PBP/RNBQ1RK1 b kq - 0 9,e8g8
8/4P3/5k2/pR6/P3p3/1P4P1/2r2PK1/8 b - - 0 55,e4e3
r1b1r1k1/3n1pbp/p1pP1Bp1/1p6/2p1P3/2N4P/PPBN1PP1/R3R1K1 b - - 0 21,g7f6
3r4/5pkp/ppnrp1p1/3pN1Pn/P1P2P2/1P6/3RNP1P/3R2K1 w - - 7 34,e5c6
2rqr1k1/1b1nbp1p/p4npB/2pp4/B7/1P2PN2/P1QN1PPP/2RR2K1 w - - 4 18,c2b2
1r1q1rk1/p1n1ppbp/3p1np1/1ppP4/4PP2/4BB1P/PPP1N1P1/R2Q1RK1 w - - 2 13,c2c3
4rr1k/2p4n/p3p1R1/Pp1pN1p1/1P1P2P1/8/2P1K3/7R w - - 6 40,g6h6
r2q1rk1/1bpn1ppp/1p1bn3/p3p3/2P1P3/PP3NP1/1BQ2PBP/R3RNK1 b - - 6 15,c7c5
3r2k1/1p4p1/1rp2p1p/p6Q/P2qP3/5P1P/1P4P1/4R1RK b - - 6 33,d4e5
r1b2rk1/2q1bppp/2np1n2/pp2p3/3PP3/1N2BN1P/PPB2PP1/R2QR1K1 b - - 1 15,a5a4
rnbqkb1r/p4ppp/2p1p3/1P2P3/2pP4/2P2N2/5PPP/R1BQKB1R b KQkq - 0 9,c6b5
3r4/5pk1/2n2qp1/1P1p3p/3P1N1P/5QP1/1R3PK1/8 b - - 0 36,c6d4
2kr3r/b4p2/P3p3/4P1p1/n1P1R3/5NP1/6PP/R6K w - - 0 29,f3g5
r1b1kb1r/ppp2ppp/2n2q2/4p3/2PP4/2P2N2/P3BPPP/R1BQK2R b KQkq - 3 9,e5d4
r2r4/p4pkp/np1N2p1/3PP2n/P4q2/1p3N1P/4RPP1/2RQ2K1 b - - 0 23,a6c5
4b1k1/6p1/7p/3P2P1/2p5/2B4P/1P4P1/6K1 b - - 0 31,h6g5
r1qr1n1Q/1p2pk1p/2p1P1p1/2N5/8/1P4P1/5PKP/3R1R2 b - - 0 31,f8e6
r2r2k1/ppp2p1p/3q2p1/5b2/2N5/1P1BQ2P/P4PP1/R2R2K1 b - - 0 20,f5d3
r2r4/pn2kp1p/1p2b1p1/1Np5/4PP2/1P6/P3BKPP/R2R4 b - - 0 22,b7d6
3rr1k1/1pq2pbp/pNnpp1p1/8/1PP1P3/P3BQ1P/3R1PP1/3R2K1 b - - 0 27,a6a5
7r/1p1k1pp1/2n1p1p1/p2pP3/5P1P/bP4PB/P1KP4/1R5R b - - 0 25,c6b4
8/p3Qpk1/1bp3pp/4p3/4P3/1p3NK1/5r2/8 w - - 0 49,e7e5
r2qk2r/ppp2ppp/2nb1n2/3p1p2/3P3B/2N1P3/PPP2PPP/R2QK1NR b KQkq - 1 8,d6e7
r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2PBP3/PP3PPP/RN1QK1NR w KQkq - 3 6,d1c1
8/3k4/2P2p1p/7P/6P1/2R2K2/8/6r1 b - - 0 79,d7c7
rn1qk1nr/ppb2ppp/4p3/1B1pP3/1P1p1P2/P4N2/2P3PP/R1BQK2R b KQkq - 0 10,b8c6
r4rk1/3qbppb/2p1pn1p/pp1p4/4P3/PP1P2P1/1BPNQPBP/3R1RK1 b - - 1 14,a8d8
r1bqr1k1/ppp2pp1/2n2n1p/6B1/2pP4/2P2NP1/P3P1BP/R2Q1RK1 w - - 0 13,g5f6
r3k2r/1ppq1ppp/2N1p3/p7/1bnP1B2/4P3/PPQ1KPPP/5B1R w kq - 0 14,c6b4
3q1rk1/4bppp/1pn1b3/1Qpp4/2rP4/2B2NP1/P3PPBP/2RR2K1 b - - 3 17,e7f6
4r3/3b2pk/3P2r1/3Qp1qp/2N1Pp2/5P2/3R2PP/2R4K w - - 4 43,d5b7
6R1/4rr2/1kp2p2/p1p1p1p1/P3P3/1P1PKP2/2P5/6R1 w - - 0 47,g8g6
r3rnk1/pp3q1p/2p1b1p1/3p2QN/3P4/2PBR3/PP3PPP/4R1K1 b - - 12 29,f8d7
r2q1rk1/pppnn1bp/3p2p1/3Pp3/2P1Q3/2NB3P/PP3PP1/1RBR2K1 b - - 0 16,e7f5
2r3k1/pb1n1ppp/1p1qp3/4N3/1P1PpP2/1Q1B2P1/P4P1P/4R1K1 w - - 0 20,d3e4
r1b1k2r/pp2p2p/2np1npb/q4P2/5P2/1PNB4/PBPQ2PP/R3K1NR b KQkq - 0 10,c8f5
rnb2rk1/pp1pppbp/5np1/q1P5/8/1P2PN2/PBP2PPP/RN1QKB1R w KQ - 1 7,c2c3
r1b1r1k1/1p1p1p1p/1qn2bp1/p7/3N4/1PP1P3/P3BPPP/RN1Q1RK1 b - - 1 13,d7d5
3b2k1/1p3p1p/p1bP1np1/q7/4PP2/1P2NBPP/1Q2N1K1/8 w - - 7 41,e4e5
6k1/5pp1/5n2/4q2p/4p3/1Nb1P1PP/2Q2PB1/6K1 w - - 6 45,b3c1
r1bq1rk1/p3bppp/1pn1pn2/2pp4/2PP4/1P2PNP1/PB3PBP/RN1Q1RK1 b - - 0 9,c8a6
2B5/4k3/7R/5p2/5P2/3nKP2/8/1r6 b - - 42 97,d3c5
r2qr1k1/pp3pbp/2p1b3/2Pp1pp1/3Pn3/1P2PNP1/P1QN1PBP/3R1RK1 w - - 0 15,b3b4
4k3/1bp2pp1/4p2p/1PB1b2P/4P1P1/5K2/2B5/8 w - - 0 60,c2a4
5rk1/pp5p/4NB2/1r3pP1/7P/3P1K2/P7/2R5 b - - 4 33,f8e8
8/1p3rkp/p2pqnp1/8/2RQ1P2/1P2PB2/P6P/6K1 w - - 1 28,c4c2
r1b1k2r/ppp1qpbp/3p2p1/3Pn3/2P1n3/1P2P3/PB1N1PPP/R2QKB1R w KQkq - 0 11,d2e4
4rrk1/1RR3p1/4pn1p/2pqN2b/7P/3p1PP1/6KN/Q7 w - - 0 37,c7g7
r1bqk2r/pp2n1bp/2Pp2p1/5p1n/2P1p3/1PN1P3/PB1N1PP1/R2QKB1R b KQkq - 0 12,b7c6
r1b1r1k1/1p2qppp/p2p4/2bPn3/3N4/1P6/PB2BPPP/R2Q1K1R w - - 3 19,d1d2
r2q1rk1/pb1n1pbp/5np1/2pp4/8/1PN1PN2/PB2BPPP/2RQ1RK1 w - - 2 13,d1d2
2k3rb/pp6/1np1Nppp/4pn2/2P5/BP2PN2/P4PPP/2KR4 w - - 5 21,g2g4
4rr1k/p1bb1q1p/2pN1p2/5N2/3P4/1P3Q2/P1P3PP/R4RK1 b - - 2 20,c7d6
8/2R5/r3k1pp/8/3K1PPP/8/8/8 b - - 22 78,a6a4
4r3/1p2Pr2/4R1k1/p2N2p1/P5P1/1P4K1/8/8 b - - 10 54,g6g7
r1bqk2r/pp1p1ppp/1bp2n2/4p3/B3P3/N1PP4/PP3PPP/R1BQ1RK1 b kq - 1 9,d7d6
2R5/p7/3k4/nP2p1p1/3p1PP1/3B1KP1/r7/8 b - - 2 49,a5b3
3r4/5k2/p1bp3R/2p5/2P5/1PB3P1/P5P1/6K1 w - - 1 45,c3e5
r1bqnrk1/pp1pbppp/2p5/5N2/8/8/PPPP1PPP/R1BQRBK1 b - - 3 13,e7g5
2rrb1k1/4bppp/pq2p3/3nP3/1n2N3/BP3NP1/3R1P1P/R2Q1BK1 b - - 1 24,e8b5
b3k2r/2qn1ppp/B2b4/2rPp1P1/1p5P/4NP2/PPPQ4/1NKR3R w k - 1 24,d2e2
r2qr1k1/pb2ppbp/1pn2np1/2p5/2P5/1Q1P1NP1/PB1NPPBP/R4RK1 w - - 5 12,a1d1
1R6/8/8/p1PK4/3B4/k7/8/3r4 b - - 0 76,a5a4
r1bq1rk1/ppnp1ppp/2pN1b2/8/2P5/8/PP1P1PPP/R1BQRBK1 b - - 4 15,c7e6
1rb1r3/p1p1qpk1/2pp1n1p/6p1/4P3/1PNB2P1/P1PQ1PP1/1R2R1K1 w - - 1 17,c3d1
2r5/8/2b1R1kp/p5r1/2p1p3/2N1K1P1/PP2P3/5R2 b - - 0 39,g6g7
6k1/2R5/4Kp2/4p1pP/4PrP1/8/8/8 w - - 2 92,h5h6
1r3k2/p4pp1/b3p2p/3pP2N/1n1P3P/8/P4P2/RB1nR1K1 w - - 0 27,e1d1
r3r1k1/1pbq1npp/2p5/p1Pp1pn1/3P4/PP3PP1/1BQ2NBP/3RR1K1 w - - 0 24,f2d3
r4rk1/p2nbppp/b1p1pn2/2q5/PpN5/1P4P1/1BQNPPBP/R2R2K1 b - - 4 14,f8d8
8/5p2/6pk/8/p3PK1P/P2R1P2/r7/8 w - - 2 43,f4e5
r2qnrk1/1p1nbppp/2p1p3/p2p4/5P2/PP1P2P1/1BPN1PBP/R2Q1RK1 w - - 1 12,d2f3
3r1r2/2p1n1kp/p2qpp2/1pP1NbpQ/1P1P4/P3R3/4BPPP/3R2K1 b - - 0 26,d6d5
2r3k1/2qbrp1p/1p1p2pB/p2Pp3/nn2P1PP/2N2P2/PP1QB3/1KR4R b - - 1 21,a4c5
3r4/8/1KR1k3/1PR2p2/8/7P/1r3PP1/8 b - - 14 53,e6e7
r1bqk2r/pp2ppbp/6p1/3P2B1/3nP3/8/P4PPP/2RQKBNR w Kkq - 1 11,g5e3
r1bq1rk1/pp2n1bp/2p1n1p1/3p4/2P1N3/4B1P1/PP1QNPBP/R4RK1 w - - 0 14,c4d5
3r1bk1/p4ppp/1p3n2/8/PP6/1bQ4P/5PP1/R5K1 b - - 1 27,d8d1
rnbq1rk1/pp3pb1/4p1pp/2pP4/2P1P3/4B3/P4PPP/2RQKBNR b K - 0 11,b7b6
r1bq1rk1/p4pbp/6p1/1p1Pp3/2BnP3/4B3/P3NPPP/2RQK2R w K - 0 14,c4d3
2r1r1k1/p2b1pbp/1q4p1/1p1P4/3pP3/3B1P2/P2B2PP/2RQ1RK1 w - - 2 19,f3f4
r1bq1rk1/1pp2ppp/2np1n2/p1b1p3/2B1P3/2PP1N2/PP3PPP/RNBQR1K1 w - - 2 8,b1d2
r2q1rk1/1pp2ppp/2npbn2/pBb1p3/4P3/2PP1N2/PP1N1PPP/R1BQR1K1 b - - 3 9,d8b8
1rr3k1/1P3pbp/6p1/3P4/p1q1P3/3pBP2/6PP/1R2QR1K b - - 0 28,c8c7
4r1k1/p4pb1/2R5/1q1P1QBp/1p1pr2P/8/P5P1/5RK1 w - - 0 27,f5f7
r4rk1/pp2ppbp/6p1/3P4/q3P3/8/P2BQPPP/2R2RK1 w - - 5 17,d2g5
r3kb1r/pppqnppp/2npb3/3Np3/2P5/3P2P1/PP2PPBP/R1BQK1NR w KQkq - 3 7,c1d2
2rb1rk1/3q3p/1p2p1p1/3pPp1N/p2BnP2/1P2Q3/PKb1B1PP/2R4R w - - 0 27,h5g3
r3r1k1/q1p2pp1/2n2n1p/3p1b2/8/1PN2PP1/PB1QP1BP/R4R1K b - - 3 20,a7e3
2q3k1/p1p2p1p/2P2np1/7r/8/5P2/PP4N1/R1Q1B1K1 b - - 0 29,c8h3
3n1rk1/2R2p2/pp1bpp1p/8/1P6/5NP1/P2B1P1P/6K1 w - - 3 30,c7d7
7k/B5p1/5p1p/3q4/P7/5P2/3r2PP/1Q4NK w - - 3 37,a7b6
3b4/2n1kp2/6p1/2PK3p/8/1B2B2P/5PP1/8 w - - 8 49,d5c6
r3r1k1/1bpnqppp/pp1b1n2/3p4/3P4/1PN1P1P1/PB1N1PBP/2RQ1RK1 b - - 6 13,a8d8
2r5/3R1pk1/p5p1/1p1NP3/1b3P2/6P1/1P4P1/1K6 b - - 1 41,b4c5
8/5p1p/2k1p1p1/8/1NK2P2/1P2P2P/5P2/3n4 b - - 0 51,c6d6
r1b2r2/1pp2pk1/p1np3p/4p1q1/P1B1P1pN/2PPb1P1/1P3PP1/R2QR1K1 w - - 0 17,e1e3
8/2n2pk1/2b5/1prp2pP/3R2P1/2PBNK2/1P6/8 w - - 8 41,e3f5
6k1/2p3p1/pp1b1p2/3p1q2/3P4/1P2R1P1/PB3PK1/4R3 w - - 2 30,b2c3
3r1rk1/1pq1npb1/2p1p1p1/p6p/P2P3P/1QPN2P1/1P3PB1/3RR1K1 w - - 2 24,d3c5
2r2rk1/4q1b1/1p2p1pp/pP1pP3/P1nP2P1/3Q1N2/3NK2P/R4R2 w - - 0 28,d3g6
8/1R6/pP4pk/r2n3p/7P/2p5/2R4K/8 w - - 2 43,c2f2
3bk3/6p1/5p2/3p3p/1p1P3P/5P2/2bN1KP1/R7 w - - 0 44,a1a2
1q4rk/p5pp/1p6/8/PP6/2QpR2P/2b2PP1/4R1K1 b - - 4 33,b8d6
r4rk1/1pq1bppp/4pn2/1Q6/p3PPP1/4B2P/PPP3B1/R4RK1 w - - 0 17,e3b6
6k1/2p2r1p/1p3PpB/1p2q3/2p3Q1/2P4P/6P1/5RK1 w - - 0 33,g4c8
2r3k1/bp3pp1/7p/2pPP3/P1B1nP1q/4BR2/1P2Q2P/7K w - - 1 37,e3g1
rnbq1rk1/pp2bppp/4pn2/2pP4/8/1PN1PN2/PB1P1PPP/R2QKB1R b KQ - 0 7,f6d5
8/6k1/3R3p/6P1/4P3/5P2/5K2/r7 b - - 0 54,h6g5
5r2/1p1r1k2/p1p3np/3p1Rp1/5P2/3P2BP/PPP5/4R1K1 b - - 2 23,f7g7
