FEN
r1bq1rk1/1pp2p2/2np1bpp/p3p3/2P5/2NP1NP1/PP2PPBP/1R1Q1RK1 w - - 0 11
rn1q1rk1/pp2bppp/2pppn2/8/3PPP2/2N2N2/PPP1Q1PP/R1B2RK1 w - - 4 9
8/P3k1K1/5R2/6r1/7p/7P/8/8 w - - 9 65
r1bqkb1r/p2p1ppp/2p1pn2/8/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7
rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7
r1bq1rk1/pp3ppp/2n1p1n1/2ppP2Q/3P4/P1PB1N2/2P2PPP/R1B1K2R b KQ - 8 10
r4rk1/pp3ppp/2pq4/8/P1B3n1/2N1P3/1PbR1PPP/R5K1 w - - 0 19
3r2k1/5rpp/p3p3/P1b5/2N2p2/5R2/1P3PPP/4R1K1 w - - 2 30
r1b2rk1/ppqnbppp/2pp1n2/P3p3/2BPP3/2N2N2/1PP2PPP/R1BQ1RK1 w - - 1 9
5k2/5n2/3p1B2/2pPp2p/2P1Pp2/5P2/2R1K2P/r7 w - - 29 63
1r2k2r/pp3ppp/2nqpn2/3p4/3P4/1QPB1N2/PP3PPP/4RRK1 b k - 3 13
3r1rk1/p1pnq2p/2Q1p1p1/P7/4PB2/2N3R1/1P2KP1P/3R4 b - - 0 24
6k1/pp3rqp/4p3/1P1p3p/P3b3/4N3/6nP/2Q3RK w - - 0 37
1kb4r/pp2bp1p/5p2/2N1p3/4N3/3R1P2/PPP3PP/2K5 b - - 6 20
r4rk1/ppq1ppbp/3pbnp1/8/3BP3/2N2P2/PPPQ2PP/1K1R1B1R w - - 3 12
r2qnrk1/1p3pbp/2npb1p1/pN4PP/4PB2/1N6/PPPQB3/R3K2R b KQ - 1 16
2kr1b1r/p1p2ppp/b3q3/2p1n3/2P5/2B3P1/P2NQPBP/R4RK1 w - - 0 17
rq1r2k1/p3pp1p/6p1/2P5/QP6/P1NbB3/5PPb/2R1K2R w K - 0 21
r2k1b1r/pp1bpp1p/2n3p1/7n/2B5/2N1B3/PPP3PP/2KR2NR b - - 7 13
r1b2r2/pp2qpk1/4p1p1/2N2n1p/3n4/1B1P4/PPP2RPP/R1B1Q1K1 w - - 1 17
8/R4pk1/6p1/5n1p/7P/1P1r1B2/P4K2/8 w - - 8 50
2r1kb1r/1pqb1ppp/p2pp1n1/P7/3QP3/2N1BN2/1PP2PPP/R2R2K1 b k - 0 12
2b5/8/1pP2k2/P5p1/1KR4p/8/3N4/6r1 w - - 0 52
r4rk1/3nbpp1/p1p2n2/N3pPB1/P7/2N5/1PP4P/R4R1K b - - 1 20
r1b2r2/1p1p2k1/3R2p1/p1p1Pq1p/5N2/4Q1P1/PPP2P2/2K4R b - - 3 24
r2q1rk1/2n1ppbp/2n3p1/2p1Pb2/p1Pp1B2/1p1P1N1P/PP2QPP1/RN1BR1K1 w - - 0 18
2kr4/pp3pp1/2p1R1p1/2bB4/8/1QNK2P1/PP3q2/R7 b - - 6 29
r3k2r/p1p2bb1/2pp3p/5q2/5P2/4B2P/PPPQN3/2KR3R w kq - 0 21
4brk1/pp1n2pp/3br3/3pNp2/3p1P2/1P2PP2/P4NBP/2R2RK1 w - - 0 27
8/3Q4/1p1p1p2/p3q1kp/P7/1P4P1/6PK/8 b - - 0 37
r2q1rk1/pb1p1pp1/2n1pn1p/2p3B1/2P5/P1QBPP2/1P4PP/R3K1NR w KQ - 0 12
r1r2bk1/1pq2ppp/3p4/p2P2P1/P3Rp2/1N3P2/1PPQ3P/1K2R3 b - - 5 23
r2qr1k1/1R2bpp1/p2p1n1p/2p1p2b/2P1P3/P1NPBN1P/4QPP1/1R4K1 w - - 2 18
8/r5kp/1R6/8/8/6P1/5PK1/8 w - - 3 65
r1bqk2r/ppp2pp1/7p/2b1P3/4P3/3B1N2/PPP3PP/R2QK2R w KQkq - 1 13
r4rk1/pp2ppb1/7p/6NP/2b1P3/2P1Q3/5PP1/4K2R w K - 0 20
3Q1nk1/pp4bp/6p1/2pN4/3q4/8/PP4PP/5R1K b - - 5 30
r3k3/pbp5/1p3ppr/4p2p/PP2Pn2/1NP5/2K2PPP/R2R1B2 w q - 1 18
4r1k1/3r2pp/4N3/5P2/p1p3P1/1pqnQ3/P2R3P/3R1K2 w - - 0 37
2r4r/1bbnkppp/pp2pn2/8/PPN5/4PN2/1B2BPPP/R4RK1 b - - 0 17
rnb1k2r/ppp2ppp/4pn2/5q2/1b1P4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq - 2 7
4r1k1/p3rp1p/5qpQ/2pB4/2Pn4/7P/P4PP1/1R3R1K b - - 11 27
r3k2r/2Rn1p1p/P1Rqpp1b/1Q1b4/8/5N2/4BPPP/6K1 b kq - 9 22
rn1qk2r/pbp1bppp/1p1pp3/8/2PP1N2/2P1PP2/P1Q3PP/R1B1KB1R w KQkq - 0 10
3rk2r/1b1nb1p1/pq2Bn1p/1p2p1B1/8/2N4Q/PPP2PPP/2KRR3 w k - 1 16
8/4rpk1/pp1N1bp1/8/P6p/1P5P/5PP1/3R1K2 b - - 1 33
1r4k1/5p1p/4p1p1/4P3/1Q5P/8/5PPK/5q2 w - - 0 35
r1b2rk1/1p3p1p/3P2p1/2P1p3/4P3/p3BP2/NR1K2PP/1R6 b - - 0 28
2r4k/1p3ppp/p7/8/1Pb5/4NP2/3r2PP/R3R1K1 w - - 0 29
4k3/1R6/4P3/3K1b1p/5P2/8/7P/2b5 w - - 0 46
r4r2/3k4/3p4/1PPbp2p/p4p1P/R2N1P2/3KR1P1/8 w - - 1 38
3qk2r/r5pp/p3Pp2/1pR5/4bN2/1Q6/PP3RPP/6K1 b k - 0 25
r1bq1rk1/1pp1n1bp/3p2p1/P2Pp3/2P5/1NNp4/P4PPP/R1BQR1K1 w - - 0 16
8/1p1k4/p1r3p1/4R2p/4KP2/1P6/2P3PP/8 w - - 3 40
1nqb1rk1/5ppp/1p1P4/rN1p4/5P2/p3B1P1/5P1P/RQ1R2K1 w - - 0 26
8/5k2/2p5/2r3p1/4R3/6P1/5PK1/8 w - - 0 55
1r1q1rk1/2Q1npbp/p2pp1p1/B7/3P1P2/1P2PN2/P4PBP/2R2bK1 w - - 0 20
8/1pkbn3/2n1p3/1B1pPp1Q/6r1/2p2N2/r1P2P1P/1R3K2 w - - 4 23
8/5k2/1R6/1r3rp1/1R4K1/5P2/8/8 b - - 0 55
7r/pp1k4/2n2qp1/2Np3p/3P4/1P4PP/P2Q2P1/2R3K1 b - - 2 43
2r1k2r/1bqnbppp/p2ppn2/1p4B1/3NP3/P1NB1Q2/1PP2PPP/2KR3R w k - 5 13
r4r1k/pbq2ppp/1p2p3/2bpP3/6P1/1N1BB3/P1Q2P1P/1R3RK1 w - - 2 20
r6r/pb1nkpbp/1p1np1p1/2p2P2/2P1P3/2N1B1PB/PP2N2P/2KR1R2 b - - 0 15
r4r1k/6bp/p5p1/3qP3/8/3N2P1/P6P/R2QR1K1 b - - 4 30
1r1qk1r1/3npp1p/p2p2p1/3B4/P2Q4/8/1PP2PPP/R4RK1 b - - 0 18
5r2/1pk2r2/p2p4/2pPp3/n1P1P3/1RP1KPR1/P5B1/8 b - - 1 39
r2qkb1r/ppp1pp1p/3p1np1/3Pn3/2P1P1b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 1 7
r2r2k1/1bq2ppp/3pp3/p1n5/3bP3/2P2P2/BP3RPP/2NRQ1K1 w - - 0 22
4r1k1/4qpb1/p2p1np1/1rNP3p/R7/4BP2/1P1QB1PP/5R1K b - - 0 23
6k1/8/8/4n3/1P4p1/2PB4/2K3R1/4r3 b - - 4 49
r1b1rnk1/1p1nqppp/2p5/p2pN3/P2P1P2/2NBP3/1PQ3PP/R4R1K b - - 1 15
r1b1k2r/2qnbppp/p2ppB2/1p6/3NPPP1/2N2Q2/PPP4P/2KR1B1R b kq - 0 11
r1b2rk1/1ppqn1b1/3p1npp/3Pp3/PBP1P3/2NB1pP1/3N1P1P/R2Q1RK1 w - - 3 18
1rbqr1k1/4ppb1/p3n1pp/1pp3N1/7Q/2P2N2/PPB2PPP/R3R1K1 w - - 0 20
rn1qkb1r/pbp2ppp/1p3n2/3p2B1/3P4/P1N2N2/1P2PPPP/R2QKB1R b KQkq - 1 7
R2qkb1r/3n1ppp/2p1pn2/8/1pPP4/2N1PP1P/3B1P2/3QKB1R b Kk - 0 13
r1bq1r1k/4n2p/3p1npb/1NpPpp2/p1P1P3/3B1P2/PB1N2PP/R2QR1K1 b - - 1 19
4rk1r/5ppp/4qP2/p1P5/1P1Q4/P2B4/5PPP/2K4R b - - 0 24
rr4k1/p2bnpbp/2n1p1p1/q2pP3/1ppP1PP1/2P2N2/PP1N1BBP/R1Q2RK1 b - - 4 15
3r2k1/1p3pp1/p2Pp1p1/8/Pn2N3/6PP/1P2BPK1/8 b - - 2 33
r1b2rk1/1pqn1pbp/p2ppnp1/8/2P1PB2/2NB1N2/PP2QPPP/R2R2K1 b - - 7 12
6k1/pp6/2p2p2/2P2Np1/1P2PpP1/P2R1P2/5KPp/r7 w - - 2 42
2k2r2/pp1q3r/2n2P1p/3p1np1/P1pP4/2P3PQ/2PBBP2/RR4K1 w - - 3 23
3R4/r6k/5K2/6n1/4P3/6B1/6nP/8 w - - 0 61
